university,subject,year,chinese,english,mathA,mathB,physics,chemistry,biology,history,geography,citizen,average,0
高雄醫學大學,藥學系,109,1,1,NULL,NULL,1,1.25,1.25,NULL,NULL,NULL,82.5909,79.7345
國立交通大學,資訊工程學系乙組,109,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.69,79.7266
國立臺灣大學,物理學系,109,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.64,79.6872
國立清華大學,資訊工程系丙組(人工智慧組),109,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.6,79.6557
國立政治大學,金融學系,109,1,1.5,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,86.5556,79.587
國立政治大學,財務管理學系,109,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,87.1,79.5438
國立交通大學,材料科學與工程學系甲組,109,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.32,79.435
國立臺灣大學,生化科技學系,109,NULL,1,1,NULL,1,1,1,NULL,NULL,NULL,79.75,79.3718
國立臺灣大學,獸醫學系,109,1,1,1,NULL,NULL,1,1,NULL,NULL,NULL,79.63,79.3093
國立清華大學,資訊工程系乙組(資訊工程組),109,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.11,79.2695
臺北醫學大學,藥學系臨床藥學組,109,1,1.25,1,NULL,NULL,1.25,1.25,NULL,NULL,NULL,80.5757,79.2574
