11262,國文(前),英文(前),數A(前),,自然(頂),,
11272,國文(前),英文(前),數A(前),,自然(前),,
11282,國文(均),英文(前),數A(前),,自然(前),,
11292,,英文(頂),數A(前),,自然(頂),,
11302,國文(均),英文(前),數A(頂),,自然(前),,
11312,國文(前),英文(頂),數A(前),,自然(頂),,
11322,,英文(頂),數A(頂),,自然(頂),,
11332,,英文(均),數A(頂),,自然(頂),,
11342,國文(均),英文(前),數A(前),,自然(前),,
11352,國文(均),英文(前),數A(前),,自然(前),,
11362,,英文(前),數A(前),,自然(前),,
11382,,英文(前),數A(前),,自然(前),,
11392,,英文(前),數A(前),,自然(前),,
11402,國文(前),英文(前),數A(前),,自然(前),,
11412,國文(前),英文(前),數A(前),,自然(頂),,
11422,國文(均),英文(前),數A(均),,自然(均),,
11432,國文(前),英文(前),,,自然(前),,
11442,國文(均),英文(均),,,,社會(均),
11452,國文(均),英文(均),數A(均),數B(均),,,
11462,,英文(均),數A(前),,自然(均),,
11472,,英文(前),數A(前),,自然(前),,
11482,國文(均),英文(均),數A(均),,,,
11492,國文(均),英文(前),數A(前),數B(前),,,
11502,國文(均),英文(前),數A(均),數B(均),,,
11512,國文(均),英文(前),,,,,
12012,國文(前),英文(前),數A(前),,自然(前),,
12022,國文(前),,數A(頂),,自然(頂),社會(前),英聽(A)
12032,國文(前),英文(頂),數A(頂),,自然(頂),,
12042,國文(前),英文(頂),數A(頂),,自然(頂),,
12052,,英文(均),數A(均),,自然(均),,
12062,國文(後),英文(後),,,自然(後),,
12072,,英文(後),,,自然(後),,
12082,,英文(後),,,自然(後),,
12092,,英文(後),,,自然(後),,
12102,,英文(後),,,自然(後),,
12112,,英文(後),,,自然(後),,
12122,,英文(後),,,自然(後),,
12132,,英文(後),,,自然(後),,
12142,,英文(後),,數B(後),,,
12152,,英文(後),,,自然(後),,
12162,,英文(後),數A(後),,自然(後),,
13012,,英文(頂),數A(頂),,自然(頂),,
13022,國文(均),英文(均),數A(前),,自然(前),,
13032,,英文(前),數A(前),,自然(前),,
13042,國文(均),英文(前),數A(頂),,自然(頂),,
13052,國文(均),英文(前),數A(頂),,自然(前),,
13072,,英文(前),數A(前),,自然(前),,
13082,,英文(前),數A(頂),,自然(頂),,
13092,,英文(均),,,自然(均),,
13102,國文(前),英文(均),數A(前),,自然(前),,
13112,國文(均),英文(均),數A(前),,自然(均),,
13122,國文(均),英文(前),數A(前),,自然(均),,英聽(B)
13132,國文(均),英文(前),數A(前),,自然(前),,
13142,國文(均),英文(前),數A(前),,自然(前),,
13152,國文(均),英文(前),數A(前),,自然(前),,
13162,國文(前),英文(前),數A(前),,自然(前),,
13172,國文(前),英文(前),數A(前),,自然(前),,
13182,國文(均),英文(前),數A(前),,自然(前),,
13192,,英文(均),數A(前),,自然(均),,
13202,,,,,自然(前),,
13212,,,數A(前),,,,
13222,,英文(前),數A(前),,自然(前),,
13232,國文(前),英文(前),數A(前),,,,
13242,國文(前),英文(前),數A(前),,,,
13252,國文(均),英文(前),數A(前),,自然(均),,
13262,國文(均),英文(前),數A(前),,自然(前),,
13272,國文(前),英文(頂),,數B(均),,社會(均),
13282,國文(前),英文(前),,數B(均),,社會(前),
13292,國文(均),英文(前),,,,社會(均),
13302,國文(均),英文(均),數A(前),,自然(前),,
13312,,英文(均),數A(前),,自然(前),,
13322,,英文(均),數A(均),,自然(均),,
13332,國文(均),英文(均),數A(均),,,,
13342,國文(均),英文(均),,,,社會(均),
13352,國文(頂),英文(頂),數A(頂),,自然(頂),,
13362,國文(頂),英文(頂),,,自然(頂),,
13372,國文(前),英文(頂),數A(頂),,自然(頂),,
13382,國文(頂),英文(頂),數A(頂),,自然(頂),,
13392,國文(頂),英文(頂),數A(頂),,自然(頂),,英聽(A)
13402,,英文(均),數A(均),,自然(均),,英聽(B)
13412,,英文(均),數A(均),,自然(均),,
13422,國文(均),英文(均),數A(均),,自然(均),,
13432,國文(均),英文(均),數A(均),,自然(均),,
13442,,英文(前),數A(前),,自然(前),,
13452,,英文(均),數A(前),,自然(前),,
13462,,,數A(均),,自然(均),,
13472,國文(均),英文(均),數A(均),,自然(均),,英聽(A)
13482,,英文(均),數A(前),,自然(前),,
13492,,英文(前),數A(前),,自然(前),,
13502,,英文(前),數A(前),,自然(前),,
13512,,英文(均),數A(均),,自然(均),,
14012,國文(均),,,,,,
14022,,,,,,社會(均),
14032,,英文(後),,,,,
14042,國文(後),英文(後),,,,,
14052,國文(後),英文(後),,,,,
14062,國文(後),英文(後),,,,,
14072,國文(後),英文(後),,,,,
14082,,英文(均),,,,,
14092,,英文(均),,,,,
14102,,英文(均),,,,,
14112,國文(均),英文(均),,,,,
14122,,英文(均),,,,,
14132,國文(均),,,,,,
14142,,英文(均),,,,,
14152,,,,數B(後),,,
14162,,英文(均),,,,,
14172,,,,數B(後),,,
14182,,,,數B(後),,,
14192,,英文(均),,,,,
14202,,,,數B(後),,,
14212,,,,數B(後),,,
14222,,,,數B(後),,,
14232,,,,數B(後),,,
14242,,,,數B(後),,,
14252,,,,數B(後),,,
14262,,,,數B(後),,,
14272,,,,,,社會(後),
14282,,,,數B(後),,,
14292,,,,數B(底),,,
14302,,英文(均),,,,,
14312,,英文(均),,,,,
14322,,英文(均),,,,,
14332,,英文(均),,,,,
14342,,英文(後),數A(後),,自然(後),,
14352,,,數A(均),,,,
14362,,,數A(均),,,,
14372,,,,,自然(後),,
14382,,,,,自然(後),,
14392,,英文(後),數A(均),,自然(後),,
14402,,英文(後),數A(均),,自然(後),,
14412,國文(後),英文(後),數A(後),數B(後),,,
14422,,,,,自然(後),,
14432,,,數A(均),,,,
14442,,,,數B(後),,,
14452,,,數A(後),數B(均),,,
14462,,,數A(後),數B(均),,,
14472,,,數A(均),數B(均),,,
14482,,,數A(均),數B(均),,,
14492,,,數A(均),數B(均),,,
14502,,,數A(均),數B(均),,,
14512,,英文(後),數A(後),,自然(後),,
14522,,,數A(後),,,,
14532,,,,,自然(後),,
14542,,,,,自然(後),,
14582,,英文(後),,,,,
15012,,英文(後),,,,,
15022,,英文(後),,,,,
15032,,英文(後),,,,,
15042,,英文(後),,,,,
15052,,英文(後),,,自然(後),,
15062,,英文(後),,,自然(後),,
15072,,英文(後),數A(後),,,,
15082,,,數A(後),,,,
15092,,,,數B(後),,,
15102,,英文(後),,,自然(後),,
15112,,,,,自然(後),,
15122,,,數A(後),,,,
15132,,英文(後),,,,社會(均),
15142,,英文(均),,數B(後),,,
15152,,英文(均),,,,,英聽(B)
15162,,英文(後),,,,社會(後),
15172,,英文(後),,,,社會(後),
15182,,,,數B(後),,,
15192,,英文(後),,數B(後),,,
15202,,英文(後),,數B(後),,,
15212,國文(後),英文(後),,,,,
15222,國文(均),英文(後),,,,,
15232,國文(均),英文(後),,,,,
15242,,英文(均),,,,,
15252,,英文(後),數A(後),,,,
15262,,英文(後),,數B(後),,,
15282,,英文(後),數A(後),,,,
15292,,英文(後),,數B(後),,,
15302,,英文(後),數A(後),,,,
15312,,英文(後),,數B(均),,,
15322,,英文(後),數A(後),,,,
15332,,英文(後),,數B(後),,,
15342,,英文(後),數A(均),,自然(後),,
15352,,英文(後),,數B(均),自然(後),,
15362,,英文(後),數A(後),,,,
15372,,英文(後),,數B(後),,,
15382,,英文(後),數A(後),,,,
15392,,英文(後),數A(後),,,,
15402,國文(後),英文(後),,,,社會(後),
15412,國文(後),英文(後),,數B(後),,,
15422,國文(後),英文(後),,,,社會(後),
15432,,英文(後),,數B(後),,,
15442,,英文(後),,,,,
15452,,英文(後),,數B(均),,,
15462,國文(均),英文(後),,,,,
15472,,英文(均),,數B(均),,,
15482,,英文(前),,數B(均),,,
15492,,英文(前),數A(均),,,,
15502,,英文(均),,數B(均),,,
15512,,英文(均),數A(均),,,,
15522,,英文(均),數A(均),,,,
15532,,英文(後),數A(後),,,,
16012,國文(前),英文(均),,,,社會(均),
16022,國文(均),英文(前),,,,社會(均),
16032,國文(前),英文(前),,,,社會(前),
16042,國文(前),英文(前),,,,社會(均),
16052,國文(均),英文(均),數A(前),,自然(均),,
16062,國文(均),英文(均),數A(前),,自然(均),,
16072,國文(均),英文(均),數A(均),,自然(均),,
16082,國文(均),英文(均),數A(均),,自然(均),,
16092,國文(均),英文(均),數A(均),,自然(均),,
16102,國文(均),英文(均),數A(均),,自然(均),,
16112,國文(均),英文(均),數A(前),,自然(前),,
16122,國文(均),英文(均),數A(前),,自然(前),,
16132,國文(均),英文(均),數A(前),,自然(前),,
16142,,,數A(頂),,自然(頂),,
16152,,英文(均),數A(均),,自然(前),,
16162,國文(前),英文(前),,數B(前),,,
16172,國文(均),,數A(均),,,,
16192,國文(均),英文(均),,數B(前),,,
16202,國文(前),英文(前),,數B(前),,社會(均),
16212,國文(均),英文(前),數A(前),,自然(前),,
16222,國文(前),英文(前),數A(前),,自然(前),,
16242,國文(均),英文(前),數A(前),,自然(前),,
16252,國文(均),英文(前),數A(前),,自然(前),,
16262,國文(均),英文(均),數A(前),,自然(前),,
16272,國文(均),英文(均),數A(前),,自然(前),,
16282,國文(均),英文(均),數A(前),,自然(前),,
