university,subject,year,chinese,english,mathA,mathB,physics,chemistry,biology,history,geography,citizen,average,0
國立臺灣大學,工商管理學系科技管理組,100,1,2,2,NULL,1,1,NULL,NULL,NULL,NULL,84.7429,75.7243
國立交通大學,電機資訊學士班,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.68,75.7193
國立臺灣大學,生物產業傳播暨發展學系,100,1.25,1.5,NULL,1.5,NULL,NULL,NULL,NULL,1,1,81.6528,75.689
國立臺灣大學,日本語文學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,80.625,75.6806
國立臺灣大學,社會學系,100,1.5,1.5,NULL,1.5,NULL,NULL,NULL,NULL,1,1,81.2538,75.6661
國立臺灣師範大學,物理學系(公費),100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.56,75.6399
國立交通大學,管理科學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,85.18,75.6294
國立政治大學,資訊管理學系社會組,100,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,85.18,75.6294
國立臺灣大學,化學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.42,75.5473
國立政治大學,法律學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,1,1,80.66,75.5403
慈濟大學,醫學系,100,1,1.25,1,NULL,1.25,1,NULL,NULL,NULL,NULL,83.7462,75.5306
國立交通大學,電子工程學系甲組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.36,75.5076
國立政治大學,統計學系社會組,100,1.5,1.5,NULL,2,NULL,NULL,NULL,NULL,1,1,81.6571,75.4541
國立臺灣師範大學,音樂學系-鋼琴,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,80.345,75.4365
國立交通大學,電機工程學系甲組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.2,75.4017
國立臺灣大學,圖書資訊學系,100,1.25,1.25,NULL,1,NULL,NULL,NULL,NULL,1,1,80.3277,75.3164
國立清華大學,電機資訊學院學士班,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.06,75.309
國立臺灣大學,資訊管理學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.06,75.309
國立臺灣大學,歷史學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,1,1,80.4167,75.3033
高雄醫學大學,牙醫學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,83.05,75.3024
國立臺灣大學,社會工作學系,100,1.25,1.25,NULL,1,NULL,NULL,NULL,NULL,1,1,80.2431,75.2353
國立臺灣大學,中國文學系,100,1.5,1.25,NULL,1,NULL,NULL,NULL,NULL,1,1.25,80.0417,75.2143
國立臺灣大學,工程科學及海洋工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82.9,75.2008
中國醫藥大學,牙醫學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82.8667,75.1779
國立政治大學,民族學系,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,79.6923,75.0594
國立政治大學,外交學系,100,1.5,1.75,NULL,1.25,NULL,NULL,NULL,NULL,1,1,80.3077,75.0094
國立成功大學,經濟學系,100,1.5,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,82.8727,74.9128
國立政治大學,土耳其語文學系,100,2,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,80.44,74.9
國立政治大學,傳播學院傳播學士學位學程,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,79.6583,74.8703
國立交通大學,電子工程學系乙組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82.38,74.8442
中山醫學大學,醫學系,100,1,1.25,1,NULL,1.25,1,NULL,NULL,NULL,NULL,82.6969,74.8334
長庚大學,中醫學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82.35,74.8236
國立政治大學,廣播電視學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,NULL,1,80.68,74.7492
國立政治大學,公共行政學系,100,1.5,1.5,NULL,1.25,NULL,NULL,NULL,NULL,NULL,1,81.0191,74.7471
國立臺灣大學,戲劇學系(女),100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,79.4333,74.7259
中國醫藥大學,中醫學系甲組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82.2,74.7207
國立臺灣大學,數學系,100,1,1,1.5,NULL,1,1,NULL,NULL,NULL,NULL,82.6364,74.7166
國立政治大學,英國語文學系,100,1.5,2,NULL,1,NULL,NULL,NULL,NULL,1,1,79.7,74.6697
國立中央大學,財務金融學系,100,1,1.5,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,82.85,74.6482
國立臺灣大學,人類學系,100,1,1.25,NULL,1,NULL,NULL,NULL,NULL,1,1,79.7968,74.6398
國立臺灣大學,哲學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,81.12,74.6368
國立高雄師範大學,化學系(公費),100,1,1,1.5,NULL,1.5,2,NULL,NULL,NULL,NULL,82.6071,74.6023
國立清華大學,電機工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,82,74.5836
國立交通大學,電機工程學系乙組,100,1,1,1.5,NULL,1.5,1,NULL,NULL,NULL,NULL,82.85,74.5758
中國醫藥大學,中醫學系乙組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.9667,74.5621
中山醫學大學,牙醫學系,100,1,1,1,NULL,1.25,1,NULL,NULL,NULL,NULL,82.2208,74.5606
國立臺灣大學,藥學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.8333,74.4761
國立政治大學,歐洲語文學程西班牙文組,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,79.0333,74.469
國立清華大學,物理學系光電物理組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.82,74.4675
國立彰化師範大學,物理學系物理組(公費),100,1,1,1.5,NULL,2,1.5,NULL,NULL,NULL,NULL,82.8071,74.4186
國立政治大學,地政學系土地管理組,100,1.25,1.25,NULL,1.25,NULL,NULL,NULL,NULL,1,1,79.4087,74.3614
國立臺灣大學,土木工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.62,74.3385
國立清華大學,計量財務金融學系甲組,100,1,1.5,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.35,74.3358
國立彰化師範大學,生物學系(公費),100,1,1.5,1,NULL,2,1.5,NULL,NULL,NULL,NULL,82.4357,74.316
國立成功大學,會計學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,1,1,80.8286,74.3136
國立臺灣大學,戲劇學系(男),100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.7833,74.2511
國立政治大學,廣告學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.775,74.2435
國立臺灣大學,獸醫學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.4667,74.2396
國立臺灣大學,生化科技學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.3667,74.175
國立清華大學,科技管理學院學士班,100,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.9333,74.1692
國立臺灣大學,生物產業機電工程學系,100,1,1,1.25,NULL,1.25,1,NULL,NULL,NULL,NULL,81.8236,74.1598
國立臺灣師範大學,音樂學系-小提琴,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,78.88,74.1449
國立政治大學,新聞學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.6333,74.115
國立臺北大學,應用外語學系,100,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1,77.5727,74.0675
國立政治大學,社會學系,100,1.5,1.5,NULL,1.5,NULL,NULL,NULL,NULL,NULL,1,80.4636,74.0548
國立政治大學,日本語文學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.5583,74.047
國立新竹教育大學,教育學系(公費)-體育專長類,100,2,2,NULL,2,NULL,NULL,NULL,NULL,1,1,79.4,74.0348
國立新竹教育大學,特殊教育學系(公費),100,2,2,NULL,1.25,NULL,NULL,NULL,NULL,1,1,78.6345,74.0333
國立中山大學,財務管理學系,100,1.5,1.75,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL,81.116,74.0242
國立交通大學,資訊工程學系資電工程組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,81.12,74.0159
國立中央大學,經濟學系,100,1.25,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,82.0724,73.9804
國立政治大學,地政學系土地資源規劃組,100,1.25,1.25,NULL,1.25,NULL,NULL,NULL,NULL,1,1,78.8522,73.9756
國立政治大學,政治學系,100,1.5,1.5,NULL,1.25,NULL,NULL,NULL,NULL,NULL,1,80.0381,73.9571
國立中央大學,英美語文學系,100,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1.25,77.5565,73.955
國立中央大學,企業管理學系,100,1.5,1,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,81.0778,73.9397
國立政治大學,歐洲語文學程法文組,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.4167,73.9185
國立清華大學,資訊工程系甲組(電子資訊組),100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.82,73.8273
國立政治大學,歐洲語文學程德文組,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,78.3,73.8127
國立交通大學,光電工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.78,73.8026
國立清華大學,材料科學工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.76,73.7902
國立臺灣大學,大氣科學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.74,73.7779
國立清華大學,理學院學士班,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.7,73.7532
國立成功大學,電機工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.58,73.6791
國立臺灣大學,生物環境系統工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.58,73.6791
國立中興大學,財務金融學系,100,1,1.5,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,81.325,73.645
國立清華大學,工學院學士班,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.44,73.5926
國立中山大學,外國語文學系,100,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1,76.8818,73.5771
國立政治大學,歷史學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,1,1.5,78.3455,73.5556
國立交通大學,奈米科學及工程學士學位學程,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.36,73.5432
國立成功大學,物理學系光電科學組,100,1,1,1.5,NULL,1.5,1,NULL,NULL,NULL,NULL,81.2167,73.5252
國立臺灣師範大學,應用華語文學系,100,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1.25,76.6528,73.5185
國立臺灣大學,生命科學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.2667,73.4855
國立臺灣大學,醫學檢驗暨生物技術學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.2667,73.4855
國立成功大學,企業管理學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,1,1,78.14,73.4745
國立政治大學,韓國語文學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,77.8583,73.4537
國立臺北大學,法律學系財經法組,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,79.56,73.4197
國立清華大學,物理學系物理組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.14,73.4073
國立清華大學,化學工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.1,73.3826
國立清華大學,外國語文學系,100,1,2,NULL,1,NULL,NULL,NULL,NULL,1,1,78.4833,73.3804
國立臺灣大學,地質科學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,80.06,73.3578
國立清華大學,經濟學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,1,1,79.4857,73.317
國立交通大學,電子物理學系光電奈米組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.8,73.1992
國立臺灣大學,物理治療學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.7833,73.1891
國立交通大學,理學院科學學士學位學程甲組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.78,73.1871
國立中興大學,會計學系,100,1,1.5,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,80.5625,73.1597
國立政治大學,資訊管理學系自然組,100,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,73.0573
國立政治大學,中國文學系,100,1.5,1.25,NULL,1,NULL,NULL,NULL,NULL,NULL,1,78.3011,73.0209
國立成功大學,成功大學學士學位學程,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.42,72.9682
國立臺灣師範大學,音樂學系-聲樂,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,77.56,72.9501
國立交通大學,材料科學與工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.38,72.9439
國立交通大學,資訊工程學系資訊工程組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.38,72.9439
國立臺灣師範大學,音樂學系-理論作曲,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,77.5,72.9063
國立中央大學,法國語文學系,100,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1.25,76.3096,72.905
國立政治大學,教育學系,100,1.5,1.5,NULL,1.25,NULL,NULL,NULL,NULL,1,1,77.32,72.9034
國立交通大學,電子物理學系電子物理組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.2,72.8345
國立成功大學,法律學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,78.72,72.8091
國立臺灣大學,地理環境資源學系A組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.12,72.7859
國立政治大學,心理學系,100,1,1.25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0462,72.7756
國立政治大學,斯拉夫語文學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,76.8167,72.757
國立中興大學,企業管理學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,80.68,72.7406
國立臺灣大學,職能治療學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,79.0333,72.7332
國立臺灣師範大學,英語學系,100,1,2,NULL,1,NULL,NULL,NULL,NULL,1,1,77.6,72.7314
國立臺北大學,企業管理學系,100,1.5,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,79.4818,72.7002
國立成功大學,外國語文學系,100,1.5,2,NULL,1,NULL,NULL,NULL,NULL,1,1,76.9538,72.6994
國立交通大學,外國語文學系,100,1.5,2,NULL,1,NULL,NULL,NULL,NULL,1,1,76.9462,72.6925
輔仁大學,英國語文學系,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,77.5,72.6824
國立臺北大學,法律學系司法組,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,78.54,72.6652
國立成功大學,歷史學系,100,1.25,1.25,NULL,NULL,NULL,NULL,NULL,NULL,1,1.5,75.93,72.6537
國立中山大學,企業管理學系,100,1.75,1.75,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,78.156,72.6321
國立政治大學,阿拉伯語文學系,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1.25,76.736,72.6155
國立臺北大學,統計學系,100,1,1.25,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,79.5947,72.5987
國立臺灣大學,農業化學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.7667,72.576
國立臺北大學,金融與合作經營學系,100,1,1.25,NULL,1.5,NULL,NULL,NULL,NULL,1,1,77.5878,72.5364
東吳大學,音樂學系-鋼琴,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,76.99,72.5318
國立清華大學,原子科學院學士班,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.66,72.5134
國立中興大學,獸醫學系,100,1,1.5,1,NULL,1.5,1.5,NULL,NULL,NULL,NULL,79.0667,72.4738
國立臺灣大學,公共衛生學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.5667,72.4586
國立臺灣大學,心理學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.5167,72.4293
國立陽明大學,生物醫學工程學系,100,1,1.25,1.25,NULL,1,1,NULL,NULL,NULL,NULL,78.7964,72.422
國立臺灣師範大學,東亞學系漢學與文化組,100,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1.5,75.4615,72.4015
國立中興大學,行銷學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,80.1,72.373
臺北醫學大學,藥學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.42,72.3726
東吳大學,音樂學系-大提琴,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,76.81,72.3572
國立清華大學,資訊工程系乙組(資訊工程組),100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.38,72.3491
國立清華大學,動力機械工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.34,72.3256
國立政治大學,哲學系,100,1.25,1.25,NULL,1.25,NULL,NULL,NULL,NULL,NULL,1,78.0522,72.2855
國立交通大學,資訊工程學系網路多媒體組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.26,72.2787
國立清華大學,化學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.26,72.2787
國立成功大學,光電科學與工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.22,72.2552
國立臺灣師範大學,企業管理學士學位學程,100,1,2,NULL,1.5,NULL,NULL,NULL,NULL,1,1,77.4308,72.2513
國立交通大學,傳播與科技學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,1,1,76.46,72.2427
國立臺北大學,法律學系法學組,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,77.96,72.2075
國立清華大學,工程與系統科學系甲組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,78.12,72.1965
國立臺灣師範大學,教育心理與輔導學系,100,1.25,1.25,NULL,1,NULL,NULL,NULL,NULL,1,1,76.1964,72.093
國立中山大學,資訊管理學系(社會組),100,1.5,2,NULL,2,NULL,NULL,NULL,NULL,1,NULL,76.9,72.0732
國立臺北大學,會計學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,1,1,77.6571,72.0466
國立中正大學,財務金融學系,100,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,79.52,72.0432
國立臺灣師範大學,臺灣語文學系,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,74.68,72.0183
國立臺灣大學,植物病理與微生物學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.7667,71.9834
國立清華大學,工程與系統科學系乙組,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.74,71.9671
國立成功大學,材料科學及工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.68,71.9304
國立成功大學,物理學系物理組,100,1,1,1.5,NULL,1.5,1,NULL,NULL,NULL,NULL,78.4833,71.9208
國立臺北大學,財政學系,100,1.25,1.25,NULL,1.25,NULL,NULL,NULL,NULL,1,1,76.2348,71.9138
國立臺灣大學,農業經濟學系,100,1.5,2,2,NULL,1,1,NULL,NULL,NULL,NULL,77.7588,71.8928
國立中興大學,法律學系,100,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,77.38,71.8307
國立清華大學,人文社會學院學士班,100,1.5,1.5,NULL,1,NULL,NULL,NULL,NULL,1,1,75.7071,71.8189
國立交通大學,應用化學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.48,71.8081
國立清華大學,生醫工程與環境科學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.48,71.8081
國立成功大學,統計學系,100,1,1.5,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.25,71.7833
國立臺北大學,中國文學系,100,1.5,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,74.0727,71.6878
國立交通大學,機械工程學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.24,71.6614
國立臺灣大學,動物科學技術學系,100,1,1,1,NULL,1,1,NULL,NULL,NULL,NULL,77.2,71.6369
國立中興大學,中國文學系,100,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,74.8,71.6158
高雄醫學大學,藥學系,100,1,1.25,1,NULL,1.25,1.25,NULL,NULL,NULL,NULL,77.3926,71.6144
國立成功大學,建築學系,100,1.25,1,1.25,NULL,1.25,1,NULL,NULL,NULL,NULL,77.1009,71.5789
