Column1	Column2	Column3	欄1
國立暨南國際大學	公共行政與政策學系	108	1
國立中興大學	景觀與遊憩學士學位學程	108	1
亞洲大學	物理治療學系	108	1
東海大學	法律學系	108	1.5
國立暨南國際大學	東南亞學系	108	NULL
國立中興大學	森林學系林學組	108	NULL
輔仁大學	經濟學系	108	1
國立東華大學	財務金融學系	108	1
國立嘉義大學	外國語言學系應用外語組	108	1.5
國立彰化師範大學	電子工程學系	108	1
國立嘉義大學	應用歷史學系	108	1.25
國立臺中教育大學	諮商與應用心理學系	108	2
國立中興大學	森林學系木材科學組	108	NULL
國立彰化師範大學	物理學系光電組	108	1
國立中山大學	劇場藝術學系(男)	108	2
國立臺南大學	經營與管理學系	108	1.5
國立屏東大學	應用日語學系	108	2
國立臺北教育大學	教育經營與管理學系	108	1.5
中原大學	電機資訊學院學士班	108	NULL
國立臺灣師範大學	設計學系視覺設計組	108	1.25
國立高雄師範大學	音樂學系	108	1
臺北市立大學	音樂學系	108	1
國立臺南大學	諮商與輔導學系	108	1.5
國立高雄師範大學	電子工程學系	108	1
國立彰化師範大學	機電工程學系	108	1
淡江大學	商管學院全球財管學位學程	108	1
中原大學	建築學系	108	1.75
輔仁大學	應用美術學系	108	1
國立暨南國際大學	財務金融學系	108	1
中國醫藥大學	運動醫學系	108	NULL
輔仁大學	新聞傳播學系	108	2
國立臺灣海洋大學	輪機工程學系能源應用組	108	1
國立中山大學	海洋生物科技暨資源學系	108	NULL
國立彰化師範大學	物理學系物理組	108	1
國立臺南大學	資訊工程學系	108	
中山醫學大學	心理學系	108	1.5
國立臺北教育大學	自然科學教育學系(自費)(男)	108	1
國立臺灣海洋大學	海洋文創設計產業學位學程	108	1.5
國立臺南大學	材料科學系	108	1
國立臺灣海洋大學	海洋工程科技學士學位學程	108	1
東吳大學	經濟學系	108	1.5
國立高雄師範大學	軟體工程與管理學系	108	1.25
長庚大學	醫務管理學系(自然組)	108	1
國立臺北教育大學	音樂學系-綜合樂器	108	1
長庚大學	化工與材料工程學系	108	1
國立臺灣海洋大學	系統工程暨造船學系	108	1
國立東華大學	歷史學系	108	1.5
國立暨南國際大學	外國語文學系	108	1
中山醫學大學	語言治療與聽力學系聽力組	108	1.5
輔仁大學	臨床心理學系	108	1.25
銘傳大學	風險管理與保險系風險管理組	108	2
淡江大學	國際企業系國際商學全英語組	108	1
國立臺中教育大學	特殊教育學系	108	1.5
國立臺北教育大學	資訊科學系	108	1
臺北市立大學	資訊科學系	108	1.25
國立嘉義大學	電機工程學系	108	1
國立高雄師範大學	化學系	108	1
輔仁大學	資訊管理學系	108	1.5
國立暨南國際大學	諮商心理與人資發展系諮商組	108	1.5
國立中興大學	昆蟲學系	108	1
臺北市立大學	幼兒教育學系	108	2
高雄醫學大學	生物醫學暨環境生物學系	108	1
國立高雄師範大學	工業科教系能源冷凍空調組	108	1
逢甲大學	電機工程學系乙組	108	1.5
元智大學	電機工程學系(丙組)	108	NULL
東吳大學	德國文化學系	108	1.5
國立嘉義大學	資訊工程學系	108	
淡江大學	財務金融學系	108	1
中國醫藥大學	生物科技學系	108	1
國立東華大學	應用數學系統計組(社會組)	108	1
高雄醫學大學	生物科技學系	108	1
亞洲大學	資訊工程學系(人工智慧組)	108	
逢甲大學	電子工程學系乙組	108	1
國立臺北教育大學	數學暨資訊教育系資訊組(男)	108	1.5
高雄醫學大學	口腔衛生學系	108	1.25
國立高雄大學	應用物理學系	108	1
國立臺北教育大學	數位科技設計學系	108	1
國立東華大學	公共行政學系	108	1.5
國立中興大學	土壤環境科學系	108	NULL
國立嘉義大學	動物科學系	108	1
國立臺北教育大學	數學暨資訊教育系數學組(男)	108	1.5
國立屏東大學	休閒事業經營學系	108	1.5
高雄醫學大學	護理學系	108	1.25
國立宜蘭大學	外國語文學系	108	1.5
國立高雄師範大學	物理學系	108	1
國立臺北教育大學	自然科學教育學系(自費)(女)	108	1
國立臺南大學	綠色能源科技學系	108	NULL
輔仁大學	營養科學系	108	1
國立高雄師範大學	工業科教系科教訓練組(自費)	108	1
國立臺灣師範大學	美術學系國畫組	108	1
輔仁大學	統計資訊學系	108	1.5
國立臺中教育大學	資訊工程學系(自費)	108	
高雄醫學大學	運動醫學系	108	1
國立屏東大學	電腦與智慧型機器人學位學程	108	NULL
國立暨南國際大學	國際企業學系	108	1
中國醫藥大學	護理學系	108	1
國立暨南國際大學	社會政策與社會工作學系	108	1.5
國立暨南國際大學	電機工程學系	108	1
銘傳大學	財務金融系財務金融組(台北)	108	2
元智大學	管理學院學士班(英語專班)	108	1
國立臺南藝術大學	應用音樂學系	108	1.5
中山醫學大學	營養學系	108	1
長庚大學	電機工程學系	108	1
中原大學	會計學系	108	1.75
銘傳大學	企業管理系數位經營組(台北)	108	2
東吳大學	英文學系	108	1.5
國立屏東大學	資訊工程學系	108	
國立東華大學	資訊工程學系國際組	108	
臺北市立大學	數學系	108	1.25
國立彰化師範大學	生物學系	108	1
中原大學	資訊工程學系	108	
國立臺北教育大學	數學暨資訊教育系數學組(女)	108	1.5
國立高雄大學	土木與環境工程學系	108	1
淡江大學	國際企業學系經貿管理組	108	1
長庚大學	資訊工程學系	108	
中原大學	財務金融學系	108	1.75
淡江大學	會計學系	108	1
中山醫學大學	視光學系	108	NULL
元智大學	資訊工程學系(資訊工程組)	108	
中原大學	資訊管理學系	108	1.75
國立嘉義大學	外國語言學系英語教學組	108	1.5
國立高雄大學	工藝與創意設計學系	108	2
東吳大學	社會學系	108	1.5
長庚大學	資訊管理學系(社會組)	108	1.25
中山醫學大學	醫學應用化學系	108	1
國立聯合大學	文化創意與數位行銷學系	108	2
臺北市立大學	地球環境暨生物資源學系	108	1.5
國立東華大學	華文文學系	108	2
世新大學	法律學系	108	2
亞洲大學	室內設計學系(商業空間組)	108	NULL
國立臺灣藝術大學	多媒體動畫藝術學系	108	2
慈濟大學	醫學檢驗生物技術學系	108	1
國立暨南國際大學	教育政策與行政學系	108	1.5
國立宜蘭大學	應用經濟與管理學系	108	1
國立臺灣海洋大學	河海工程學系	108	1
國立暨南國際大學	管理學院學士班	108	1
國立嘉義大學	資訊管理學系(自然組)	108	1
義守大學	物理治療學系	108	1.5
國立東華大學	會計學系	108	1
逢甲大學	通訊工程學系乙組	108	1
中原大學	化學工程學系材料工程組	108	1
國立臺北教育大學	數學暨資訊教育系資訊組(女)	108	1.5
國立臺灣海洋大學	運輸科學系B組	108	1
元智大學	中國語文學系	108	1.5
逢甲大學	資訊工程學系乙組	108	
國立嘉義大學	電子物理學系	108	1
國立東華大學	資訊工程學系資工組	108	
國立聯合大學	電機工程學系	108	NULL
輔仁大學	社會學系	108	1.5
中山醫學大學	生物醫學科學學系	108	1
國立暨南國際大學	經濟學系	108	1
中原大學	化學系化學組	108	NULL
國立高雄師範大學	工業設計學系	108	1
國立臺中教育大學	文化創意產業設計與營運學系	108	1
國立臺灣海洋大學	生命科學暨生物科技學系	108	1
國立高雄大學	建築學系	108	1.5
國立臺中教育大學	台灣語文學系	108	1
國立屏東大學	英語學系	108	1
國立高雄師範大學	生物科技系	108	1
國立高雄師範大學	數學系應用數學組	108	1
輔仁大學	教育領導與科技發展學位學程	108	2
逢甲大學	資訊電機學院學士班乙組	108	1.5
實踐大學	工業產品設計學系(臺北校區)	108	1
亞洲大學	生資醫學工程系(醫學工程組)	108	2
實踐大學	服裝設計學系(臺北校區)	108	2
淡江大學	大眾傳播學系	108	1.5
中原大學	應用外國語文學系	108	1.5
國立東華大學	英美語文學系	108	1.25
高雄醫學大學	香粧品學系	108	1
中原大學	國際經營與貿易學系	108	1.75
國立臺灣海洋大學	食品科學系食品科學組	108	1
國立東華大學	資訊管理學系	108	1
國立暨南國際大學	中國語文學系	108	2
國立東華大學	社會學系	108	1.5
長庚大學	工商管理學系(社會組)	108	1
臺北市立大學	特殊教育學系	108	2
長庚大學	電子工程學系	108	1
中原大學	景觀學系	108	1
國立嘉義大學	應用化學系	108	1
長庚大學	機械工程學系	108	1
國立嘉義大學	機械與能源工程學系	108	1
長庚大學	資訊管理學系(自然組)	108	1.25
輔仁大學	資訊工程學系	108	
國立暨南國際大學	資訊工程學系	108	
國立嘉義大學	教育學系	108	1.5
國立宜蘭大學	電機工程學系	108	1
國立金門大學	海洋與邊境管理學系	108	2
國立東華大學	管理學院管科與財金學位學程	108	1
國立東華大學	經濟學系	108	1
輔仁大學	心理學系	108	2
國立臺灣海洋大學	商船學系	108	1
國立臺灣海洋大學	海洋環境資訊系	108	1
中國醫藥大學	藥用化妝品學系	108	1
國立臺南大學	教育學系	108	1.5
元智大學	電機通訊學院英語學士班	108	NULL
中原大學	電子工程學系	108	1
淡江大學	西班牙語文學系	108	1
國立臺南大學	戲劇創作與應用學系(女)	108	2
淡江大學	電機工程學系電機與系統組	108	1.5
中山醫學大學	醫療產業科技管理學系	108	1
國立暨南國際大學	資訊管理學系	108	1.75
國立嘉義大學	中國文學系	108	2
中原大學	工業與系統工程學系管理組	108	1
銘傳大學	財務金融系國際金管組(台北)	108	1
國立高雄大學	應用數學系	108	1
國立嘉義大學	行銷與觀光管理學系	108	1.5
元智大學	電機工程學系(乙組)	108	1
輔仁大學	中國文學系	108	2
中原大學	企業管理學系高科技業管理組	108	1.75
中原大學	企業管理學系工商管理組	108	2
淡江大學	英文學系	108	1
國立東華大學	中國語文學系	108	2
國立嘉義大學	生物事業管理學系	108	1
中原大學	化學系材料化學組	108	NULL
國立暨南國際大學	諮商與人資發展系人資發展組	108	1.25
中原大學	化學工程學系生化工程組	108	1
元智大學	資訊學院英語學士班	108	1
亞洲大學	心理學系(心理師研修組)	108	1
東吳大學	中國文學系	108	2
國立臺中教育大學	數位內容科技學系	108	1
東吳大學	社會工作學系	108	1.5
淡江大學	企業管理學系	108	1
亞洲大學	視光學系	108	1
國立東華大學	材料科學與工程學系	108	1
國立東華大學	大一不分系學士班	108	1.5
淡江大學	經濟學系	108	1
臺北市立大學	運動健康科學系	108	1.5
輔仁大學	餐旅管理學系	108	2
國立東華大學	國際企業學系	108	1
高雄醫學大學	公共衛生學系	108	1
國立嘉義大學	生物機電工程學系	108	1
國立彰化師範大學	數學系	108	1
銘傳大學	法律學系(台北校區)	108	2
輔仁大學	社會工作學系	108	1.5
國立宜蘭大學	資訊工程學系	108	
臺北市立大學	衛生福利學系	108	1.5
國立臺灣海洋大學	食品科學系生物科技組	108	1
國立暨南國際大學	應用材料及光電工程學系	108	1
國立臺灣海洋大學	海洋生物科技學士學位學程	108	1
中國醫藥大學	公共衛生學院大一不分系	108	2
國立高雄師範大學	數學系數學組	108	1
逢甲大學	都市計畫與空間資訊學系	108	2
銘傳大學	企業管理系品牌行銷組(台北)	108	2
國立高雄大學	運動健康與休閒學系	108	1.5
義守大學	職能治療學系	108	1.75
國立宜蘭大學	休閒產業與健康促進學系	108	1
東吳大學	心理學系	108	1
國立高雄大學	亞太工商管理學系工業管理組	108	1
元智大學	資訊管理學系(社會組)	108	1.75
輔仁大學	歷史學系	108	2
銘傳大學	休閒遊憩管理學系(桃園校區)	108	1.5
中原大學	物理學系物理組	108	NULL
實踐大學	建築設計學系(臺北校區)	108	1
東海大學	國際經管學位學程(英語專班)	108	1
銘傳大學	會計學系會計審計組(台北)	108	1.5
高雄醫學大學	醫務管理暨醫療資訊學系	108	1.5
國立東華大學	企業管理學系	108	1
淡江大學	電機工程學系電機資訊組	108	1.5
逢甲大學	國際經營與貿易系國企管理班	108	1
中原大學	化學工程學系綠能製程組	108	1
國立屏東大學	教育心理與輔導學系	108	1.5
國立東華大學	物理學系物理組	108	1
世新大學	新聞學系	108	2
淡江大學	德國語文學系	108	1.5
國立嘉義大學	微生物免疫與生物藥學系	108	1
國立東華大學	教育行政與管理學系	108	2
中原大學	企業管理學系服務業管理組	108	2
國立臺南大學	特殊教育學系	108	1.5
國立嘉義大學	幼兒教育學系	108	1.5
中山醫學大學	應用外國語言學系	108	1.5
國立東華大學	民族語言與傳播學系	108	2
元智大學	管理學院學士班(主修：會計)	108	1
馬偕醫學院	護理學系	108	1.5
國立暨南國際大學	歷史學系	108	1
中原大學	物理學系光電與材料科學組	108	NULL
國立東華大學	電機工程學系	108	1
東吳大學	物理學系	108	NULL
中山醫學大學	醫學資訊學系	108	1
中原大學	商業設計學系商業設計組	108	2
國立臺南藝術大學	藝術史學系	108	1
逢甲大學	電機工程學系甲組	108	2
中國文化大學	戲劇學系	108	2
逢甲大學	電子工程學系甲組	108	1
逢甲大學	財稅學系	108	1.5
國立暨南國際大學	應用化學系	108	1
國立金門大學	國際暨大陸事務學系	108	2
國立嘉義大學	土木與水資源工程學系	108	1
國立嘉義大學	特殊教育學系	108	1.5
逢甲大學	會計學系	108	2
元智大學	應用外語學系	108	1
淡江大學	建築學系	108	1.5
逢甲大學	土地管理學系	108	1.5
國立臺東大學	綠色與資訊科技學士學位學程	108	1
淡江大學	日本語文學系	108	1.5
國立屏東大學	文化創意產業學系	108	2
國立臺南大學	幼兒教育學系	108	2
國立臺灣藝術大學	音樂學系	108	1
輔仁大學	化學系	108	NULL
義守大學	醫學檢驗技術學系	108	1
輔仁大學	醫學資訊與創新應用學位學程	108	1
國立臺南大學	應用數學系	108	1
國立中山大學	音樂學系	108	1
國立聯合大學	資訊工程學系(B組)	108	
淡江大學	電機工程學系電機通訊組	108	1.5
中原大學	機械工程學系	108	2
東海大學	統計學系(決策管理組)	108	1
輔仁大學	食品科學系	108	1
中山醫學大學	護理學系	108	1.25
國立屏東大學	中國語文學系	108	2
輔仁大學	護理學系	108	1.5
銘傳大學	觀光事業學系(桃園校區)	108	1.5
中山醫學大學	公共衛生學系	108	2
國立屏東大學	電腦與通訊學系	108	1
國立高雄大學	生命科學系	108	1
銘傳大學	會計學系稅務規劃組(台北)	108	1.5
國立嘉義大學	應用數學系	108	1
銘傳大學	國際企業學系全球運籌營運組	108	1.25
國立臺中教育大學	數學教育學系(自費)	108	1
國立聯合大學	財務金融學系	108	1
長庚大學	工商管理學系(自然組)	108	1
國立臺南大學	數位學習科技學系	108	1.5
元智大學	資訊管理學系(自然組)	108	1.75
元智大學	化學工程與材料科學學系	108	NULL
淡江大學	資訊傳播學系	108	1.5
國立宜蘭大學	電子工程學系	108	1
逢甲大學	資訊電機學院學士班甲組	108	1.5
中原大學	商學院不分系	108	1.75
國立臺中教育大學	科教與應用系(公費)-限原民	108	2
國立東華大學	諮商與臨床心理學系	108	1
逢甲大學	光電科學與工程學系B組	108	1.5
國立臺灣海洋大學	水產養殖學系	108	1
國立臺南大學	生物科技學系	108	1.5
國立東華大學	臺灣文化學系	108	1
逢甲大學	航太與系統工程學系	108	2
國立臺灣藝術大學	視覺傳達設計學系	108	2
淡江大學	資訊管理學系	108	1
國立嘉義大學	食品科學系	108	1
國立暨南國際大學	國際文教與比較教育學系	108	1.5
國立臺東大學	文化資源與休閒產業學系	108	1.5
元智大學	工程學院英語學士班	108	NULL
元智大學	管理學院學士班(財務金融)	108	1
輔仁大學	公共衛生學系	108	1.5
國立東華大學	物理學系奈米與光電科學組	108	1
臺北市立大學	休閒運動管理學系	108	1
國立臺中教育大學	科學教育與應用學系(自費)	108	2
亞洲大學	食品營養保健系(食品營養組)	108	2
亞洲大學	數位媒體設計學系	108	1
輔仁大學	電機工程學系	108	1
國立臺灣海洋大學	環境生物與漁業科學學系	108	1
中原大學	應用華語文學系	108	2
淡江大學	產業經濟學系	108	1
逢甲大學	資訊工程學系甲組	108	
東吳大學	哲學系	108	2
銘傳大學	財金法律學系(台北校區)	108	2
銘傳大學	犯罪防治學系(桃園校區)	108	2
逢甲大學	財務金融學系	108	1
銘傳大學	國際企業學系跨境電商經營組	108	1.5
東海大學	化學系化學生物組(B組)	108	NULL
國立東華大學	自然資源與環境學系	108	2
國立宜蘭大學	機械與機電工程學系	108	1
國立嘉義大學	植物醫學系	108	1
逢甲大學	通訊工程學系甲組	108	1
元智大學	機械工程學系	108	1
國立聯合大學	材料科學工程學系	108	1
淡江大學	統計學系	108	1
國立東華大學	光電工程學系	108	1
淡江大學	公共行政學系	108	1.5
輔仁大學	圖書資訊學系	108	2
國立屏東大學	應用物理系物理組	108	1
國立宜蘭大學	化學工程與材料工程學系	108	1
國立臺東大學	英美語文學系	108	1.5
逢甲大學	材料科學與工程學系	108	1
國立中正大學	運動競技學系	108	2
世新大學	資訊傳播學系	108	2
國立嘉義大學	生化科技學系	108	1
輔仁大學	兒童與家庭學系	108	2
中原大學	生物醫學工程學系	108	NULL
逢甲大學	經濟學系	108	1.5
元智大學	資訊傳播學系科技組	108	1
東海大學	資訊工程學系數位創意組	108	
長庚大學	工業設計學系(社會組)	108	1.5
東海大學	應用數學系(B組)	108	1.75
國立宜蘭大學	生物技術與動物科學系	108	1
國立東華大學	特殊教育學系	108	1.25
國立屏東大學	應用化學系	108	NULL
中原大學	特殊教育學系	108	1.5
亞洲大學	生資醫學工程系(生醫資訊組)	108	2
東吳大學	微生物學系應用微生物組	108	1
國立金門大學	運動與休閒學系	108	2
亞洲大學	時尚設計系(時尚服裝設計組)	108	1.5
東海大學	化學系化學組	108	NULL
亞洲大學	護理學系(國際護理組)	108	1
東海大學	化學系化學生物組(A組)	108	NULL
世新大學	公共關係暨廣告學系	108	2
東吳大學	微生物學系生物科技組	108	1
東海大學	政治學系國際關係組	108	1.75
實踐大學	媒體傳達設計系創意媒體組	108	2
亞洲大學	心理學系(諮商與臨床心理組)	108	1
國立聯合大學	資訊管理學系	108	2
國立屏東大學	應用物理系光電暨材料組	108	1
淡江大學	管理科學系(行銷流通管理組)	108	1
國立聯合大學	資訊工程學系(A組)	108	
亞洲大學	護理學系(臨床照護組)	108	1
國立宜蘭大學	土木工程學系	108	2
國立嘉義大學	數位學習設計管理系(自然組)	108	2
銘傳大學	國際企業學系外貿行銷管理組	108	1.25
東吳大學	音樂系-銅管樂.木管樂.擊樂	108	1
長庚大學	工業設計學系(自然組)	108	1
銘傳大學	餐旅管理學系(桃園校區)	108	1.75
淡江大學	風險管理與保險學系	108	1
亞洲大學	資訊工程系(數位遊戲設計組)	108	
淡江大學	資訊工程學系	108	
逢甲大學	自動控制工程學系乙組	108	2
國立屏東大學	應用數學系	108	1
輔仁大學	生命科學系	108	NULL
淡江大學	法國語文學系	108	2
元智大學	管理學院學士班(國際企業)	108	1
國立東華大學	觀光暨休閒遊憩學系	108	1.5
國立東華大學	化學系	108	1
東海大學	財務金融學系	108	1.75
亞洲大學	視覺傳達設計學系	108	1
東海大學	化工與材工系(製程及能源組)	108	1
淡江大學	管理科學學系(事業經營組)	108	1
元智大學	社會暨政策科學學系	108	1
東海大學	應用物理學系(B組)	108	1
國立金門大學	建築學系	108	2
輔仁大學	織品服裝學系服飾設計組	108	2
國立東華大學	應用數學系統計組(自然組)	108	1
東海大學	生命科學系生物醫學組	108	1.75
國立暨南國際大學	土木工程學系	108	1
逢甲大學	財務工程與精算學士學位學程	108	1
國立東華大學	藝術創意產業學系	108	2
逢甲大學	化學工程學系	108	2
國立屏東大學	視覺藝術學系數位媒體設計組	108	2
東海大學	資管學系(物聯網與大數據組)	108	2
東海大學	資訊工程學系資電工程組	108	
中原大學	心理學系	108	1.5
亞洲大學	創意設計學院國際設計學士班	108	1
銘傳大學	風險管理與保險系保險行銷組	108	2
淡江大學	歷史學系	108	1.5
國立金門大學	資訊工程學系	108	
亞洲大學	心理學系(工商與社會心理組)	108	1
國立聯合大學	化學工程學系	108	1
國立臺灣藝術大學	書畫藝術學系	108	1
實踐大學	媒體傳達設計系數位3D動畫組	108	2
亞洲大學	護理學系(高齡長期照護組)	108	1
銘傳大學	公共事務系公共管理組(桃園)	108	2
東海大學	化工與材工系(材料工程組)	108	1
元智大學	工業工程與管理學系(B組)	108	1.75
元智大學	人文社會學院英語學士班	108	1
高雄醫學大學	醫學社會學與社會工作學系	108	2
世新大學	口語傳播學系	108	2
國立東華大學	幼兒教育學系(自費)	108	2
輔仁大學	哲學系	108	2
國立臺中教育大學	音樂學系	108	1
國立臺灣藝術大學	工藝設計學系(女)	108	2
亞洲大學	經營管理學系(行銷管理組)	108	2
元智大學	藝術與設計學系	108	1
國立臺東大學	應用科學系應用物理組	108	1
亞洲大學	健康產業管理系(醫療機構組)	108	2
輔仁大學	景觀設計學系(自然組)	108	1
國立臺東大學	應用科學系化學及奈米科學組	108	1
國立聯合大學	機械工程學系	108	1.5
輔仁大學	織品服裝學系織品服飾行銷組	108	2
大同大學	工業設計學系(自然二組)	108	1
國立東華大學	教育與潛能開發學系(自費)	108	2
東海大學	外國語文學系	108	1.25
銘傳大學	國際事務與外交學士學位學程	108	1.5
世新大學	企業管理學系	108	2
國立嘉義大學	生物農業科技學系	108	1
淡江大學	中國文學學系	108	2
靜宜大學	法律學系	108	2
國立金門大學	長期照護學系	108	2
輔仁大學	宗教學系	108	2
東海大學	行政管理暨政策學系	108	2
輔仁大學	物理學系光電物理組	108	1
東海大學	日本語言文化學系	108	1.75
國立嘉義大學	農藝學系	108	1
東海大學	經濟學系一般經濟組	108	1.5
亞洲大學	生物科技學系(醫藥應用組)	108	1
銘傳大學	國際企業貿易學位學程(台北)	108	1.5
國立嘉義大學	生物資源學系	108	1
國立臺灣藝術大學	古蹟藝術修護學系	108	1.5
實踐大學	風險管理與保險學系(臺北)	108	2
國立臺東大學	資訊管理學系	108	1.5
中原大學	生物科技學系	108	NULL
淡江大學	航空太空工程學系	108	1
國立屏東大學	資訊科學系	108	1.5
義守大學	醫學影像暨放射科學系	108	2
東海大學	經濟學系產業經濟組	108	1.5
逢甲大學	合作經濟暨社會事業經營學系	108	1.5
東海大學	政治學系政治理論組	108	1.75
世新大學	財務金融學系	108	1
東海大學	會計學系	108	2
中原大學	應用數學系	108	1.25
國立聯合大學	環境與安全衛生工程系(乙組)	108	1.5
元智大學	管理學院學士班(企業管理)	108	1
國立聯合大學	電子工程學系(甲組)(男)	108	2
靜宜大學	台灣文學系	108	2
國立暨南國際大學	觀光休閒與餐旅管理系餐旅組	108	2
亞洲大學	經營管理系(國際企業管理組)	108	2
東海大學	資管學系(行銷與電子商務組)	108	2
國立臺南大學	戲劇創作與應用學系(男)	108	2
中山醫學大學	醫學社會暨社會工作學系	108	2
國立臺南大學	國語文學系	108	2
國立聯合大學	經營管理學系	108	1
元智大學	資訊傳播學系設計組	108	1
東吳大學	化學系	108	NULL
逢甲大學	行銷學系	108	2
東海大學	資訊工程學系軟體工程組	108	
淡江大學	運輸管理學系	108	1
中原大學	環境工程學系	108	2
東海大學	景觀學系	108	2
東海大學	統計學系(巨量資料管理組)	108	1
銘傳大學	資訊工程學系(桃園校區)	108	
中國文化大學	地理學系B組	108	1
淡江大學	機械與機電工程學系光機電組	108	1.5
銘傳大學	資訊管理學系行動商務管理組	108	2
國立暨南國際大學	觀光休閒與餐旅管理系觀光組	108	2
逢甲大學	國際經營與貿易學系	108	1.25
逢甲大學	統計學系商業大數據組	108	1.5
逢甲大學	應用數學系B組	108	1.75
中原大學	工業與系統工程學系工程組	108	1
東海大學	化工與材工系(生化工程組)	108	1
東海大學	電機工程學系	108	2
國立聯合大學	光電工程學系	108	1.5
國立嘉義大學	木質材料與設計學系	108	1
輔仁大學	織品服裝學系織品設計組	108	2
靜宜大學	觀光事業學系(甲組)	108	2
國立臺灣體育運動大學	運動事業管理學系	108	2
逢甲大學	光電科學與工程學系A組	108	2
國立臺南大學	生態暨環境資源學系	108	1
淡江大學	俄國語文學系	108	2
亞洲大學	經營管理系(企業創新管理組)	108	2
慈濟大學	護理學系	108	1
逢甲大學	水利工程與資源保育學系B組	108	2
國立金門大學	觀光管理學系	108	2
靜宜大學	中國文學系	108	2
國立宜蘭大學	環境工程學系	108	1.5
亞洲大學	財務金融學系(投資理財組)	108	1
逢甲大學	企業管理學系	108	2
世新大學	數位多媒體設計系遊戲設計組	108	2
國立金門大學	食品科學系	108	2
國立屏東大學	幼兒教育學系	108	2
逢甲大學	自動控制工程學系甲組	108	2
中山醫學大學	職業安全衛生學系	108	2
輔仁大學	物理學系物理組	108	1
東海大學	畜產與生物科技學系(A組)	108	1
國立東華大學	應用數學系數學科學組	108	1
國立體育大學	運動保健學系B	108	2
逢甲大學	建築專業學院學士班	108	2
國立金門大學	華語文學系	108	2
國立聯合大學	工業設計學系(社會組)	108	2
國立臺東大學	資訊工程學系	108	
國立宜蘭大學	生物機電工程學系	108	2
中原大學	土木工程學系	108	2
國立宜蘭大學	食品科學系	108	1
輔仁大學	數學系應用數學組	108	1.25
國立聯合大學	電子工程學系(乙組)(女)	108	2
國立臺東大學	生命科學系	108	1.5
國立臺灣師範大學	表演藝術學士學位學程	108	1.75
靜宜大學	資訊管理系(行動雲端商務組)	108	2
靜宜大學	資工系(智慧生活與設計組)	108	2
逢甲大學	外國語文學系	108	1.75
國立金門大學	社會工作學系	108	2
世新大學	傳播管理學系	108	2
銘傳大學	公共事務系專案管理組(桃園)	108	2
銘傳大學	廣播電視學系(台北校區)	108	2
淡江大學	化學學系材料化學組	108	1
逢甲大學	統計系數據分析與市場決策組	108	1.5
亞洲大學	社工系(醫務與長照社工組)	108	1
國立金門大學	應用英語學系	108	2
大同大學	資訊工程學系(乙組)	108	
中山醫學大學	健康餐飲暨產業管理學系	108	2
亞洲大學	社工系(心理與家庭社工組)	108	1
東海大學	生命科學系生態生物多樣性組	108	1.75
逢甲大學	風險管理與保險學系	108	1
東海大學	應用物理學系(A組)	108	1
國立臺東大學	身心整合與運動休閒產業學系	108	1
國立聯合大學	臺灣語文與傳播學系	108	2
淡江大學	機械與機電工程系精密機械組	108	1.5
亞洲大學	財務金融學系(金融科技組)	108	1
逢甲大學	中國文學系	108	2
國立聯合大學	電子工程學系(乙組)(男)	108	2
大同大學	資訊工程學系(甲組)	108	
東海大學	社會學系	108	2
東海大學	工業設計學系	108	2
國立聯合大學	建築學系	108	2
國立嘉義大學	景觀學系(自然組)	108	1.5
國立嘉義大學	園藝學系	108	1
東海大學	食品科學系(A組)	108	1
國立宜蘭大學	園藝學系	108	1
國立臺東大學	數位媒體與文教產業學系	108	2
國立金門大學	工業工程與管理學系	108	2
逢甲大學	土木工程學系	108	2
國立金門大學	都市計畫與景觀學系	108	2
實踐大學	應用日文學系(高雄校區)	108	1
國立東華大學	生命科學系	108	1
東海大學	歷史學系	108	2
國立屏東大學	特殊教育學系	108	1.5
東海大學	工工與經營系(經營與管理組)	108	1.75
國立臺灣師範大學	體育學系	108	1
國立聯合大學	能源工程學系	108	1
實踐大學	國際企業管理學系(高雄校區)	108	2
中原大學	商業設計學系產品設計組	108	2
實踐大學	金融管理系投資操作組(高雄)	108	2
輔仁大學	數學系資訊數學組	108	1.25
國立嘉義大學	森林暨自然資源學系	108	1
中華大學	資訊工程學系(資訊應用組)	108	
國立高雄師範大學	視覺設計學系	108	1
實踐大學	管理學院國際企業學位學程	108	1
中國文化大學	法律學系法學組	108	1.5
東海大學	餐旅管理學系	108	2
東海大學	食品科學系(B組)	108	1
淡江大學	化學工程與材料工程學系	108	2
國立嘉義大學	水生生物科學系	108	1
逢甲大學	機械與電腦輔助工程學系	108	2
世新大學	圖文傳播暨數位出版學系	108	2
逢甲大學	水利工程與資源保育學系A組	108	2
大同大學	媒體設計學系數位遊戲組(二)	108	NULL
長榮大學	社會工作學系	108	2
國立聯合大學	電子工程學系(甲組)(女)	108	2
淡江大學	物理學系光電物理組	108	1
東吳大學	數學系	108	1.5
銘傳大學	廣告暨策略行銷學系(台北)	108	2
國立屏東大學	教育學系	108	2
國立臺東大學	華語文學系	108	2
東海大學	哲學系	108	2
淡江大學	化學學系化學與生物化學組	108	1
淡江大學	水資源及環工系環境工程組	108	2
東海大學	國際經營與貿易學系	108	1.5
實踐大學	財務金融學系(臺北校區)	108	1.5
國立臺東大學	教育學系	108	1.5
