Column1	Column2	Column3	欄1
逢甲大學	工業工程與系統管理學系A組	108	2
靜宜大學	資訊傳播工程系(動畫設計組)	108	2
東海大學	社會工作學系	108	2
大同大學	電機工程學系(甲組)	108	2
靜宜大學	日本語文學系	108	2
世新大學	行政管理學系	108	2
國立臺東大學	應用數學系	108	2
國立聯合大學	工業設計學系(自然組)	108	2
亞洲大學	生物科技系(農業生技管理組)	108	2
世新大學	日本語文學系	108	2
世新大學	中國文學系	108	2
國立聯合大學	土木與防災工程學系	108	2
東海大學	企管學系(行銷與數位經營組)	108	2
逢甲大學	環境工程與科學學系	108	2
逢甲大學	工業工程與系統管理學系B組	108	2
銘傳大學	數位媒體設計學系動畫影視組	108	1.5
國立宜蘭大學	森林暨自然資源學系	108	1
逢甲大學	纖維與複合材料學系	108	2
國立彰化師範大學	運動學系	108	2
大同大學	電機工程學系(乙組)	108	2
亞洲大學	健康產業管理系(健康產業組)	108	2
淡江大學	理學院尖端材料科學學位學程	108	1
世新大學	觀光學系餐旅經營管理組	108	1
國立臺灣藝術大學	雕塑學系(女)	108	2
國立體育大學	適應體育學系B	108	2
逢甲大學	應用數學系A組	108	1.75
實踐大學	音樂學系(臺北校區)-木管樂	108	1
亞洲大學	幼兒教育學系	108	2
元智大學	工業工程與管理學系(A組)	108	1.75
義守大學	護理學系	108	2
靜宜大學	財務金融學系(投資管理組)	108	1.5
東海大學	中國文學系	108	2
銘傳大學	應用日語學系(桃園校區)	108	2
銘傳大學	新聞學系(台北校區)	108	2
淡江大學	數學學系數學組	108	1.5
大同大學	工業設計學系(社會二組)	108	NULL
東海大學	工工與經營系(設計與生產組)	108	1.75
大同大學	工業設計學系(社會一組)	108	2
實踐大學	國際企業管理學系日韓商務組	108	2
亞洲大學	創意商品設計系(創意商品組)	108	2
逢甲大學	運輸與物流學系	108	2
國立彰化師範大學	美術學系	108	1
銘傳大學	新媒體暨傳播管理學系(台北)	108	2
亞洲大學	食品營養保健系(保健化妝組)	108	2
義守大學	營養學系臨床營養組	108	2
國立金門大學	企業管理學系	108	2
東海大學	應用數學系(A組)	108	1.75
銘傳大學	金融科技應用學士學位學程	108	2
大同大學	機械工程學系精密機械組(乙)	108	2
大同大學	機械工程學系電子機械組(乙)	108	2
淡江大學	物理學系應用物理組	108	1
中國文化大學	法律學系財經法律組	108	1.5
東海大學	企管學系(創業與組織領導組)	108	2
銘傳大學	生物醫學工程學系專利醫材組	108	2
東海大學	環境科學與工程系(自然A組)	108	2
亞洲大學	外國語文學系	108	2
逢甲大學	精密系統設計學士學位學程	108	2
靜宜大學	資工系(人工智慧與網路組)	108	2
國立金門大學	護理學系	108	2
國立聯合大學	文化觀光產業學系	108	2
淡江大學	水資源及環工系水資源工程組	108	2
東海大學	企管學系(服務創新與經營組)	108	2
國立聯合大學	華語文學系	108	2
國立臺北教育大學	體育學系(男)	108	1.5
東海大學	畜產與生物科技學系(B組)	108	1
銘傳大學	諮商與工商心理學系(桃園)	108	1
國立體育大學	休閒產業經營學系	108	2
國立聯合大學	環境與安全衛生工程系(甲組)	108	1.5
大同大學	媒體設計學系互動媒體組(二)	108	NULL
靜宜大學	國際企業系(國際貿易運籌組)	108	1.5
亞洲大學	行動商務多媒體系(商務組)	108	2
義守大學	生物科技學系生物醫藥組	108	2
銘傳大學	電子工程學系半導體光電組	108	2
亞洲大學	時尚設計系(服飾創意設計組)	108	2
大同大學	材料工程學系	108	2
靜宜大學	觀光事業學系(乙組)	108	2
國立金門大學	土木與工程管理學系	108	2
銘傳大學	經濟與金融學系金融理財組	108	2
靜宜大學	資傳工程系(網路與多媒體組)	108	2
靜宜大學	社會工作與兒童少年福利學系	108	2
大同大學	工業設計學系(自然一組)	108	2
銘傳大學	都市規劃與防災學系(桃園)	108	2
靜宜大學	國際企業系(國際經營行銷組)	108	1.5
亞洲大學	行動商務多媒體系(多媒體組)	108	2
大同大學	機械工程學系精密機械組(甲)	108	2
國立臺灣體育運動大學	運動資訊與傳播學系(資訊組)	108	2
國立臺南藝術大學	材質創作與設計系	108	1.5
義守大學	財務與計算數學系乙組	108	2
世新大學	經濟學系	108	1.75
世新大學	觀光系旅遊暨休閒事業管理組	108	1
銘傳大學	電子工程學系計算機應用組	108	2
實踐大學	金融管理系數位行銷組(高雄)	108	2
淡江大學	資訊與圖書館學系	108	2
國立臺灣體育運動大學	運動健康科學系	108	1
淡江大學	國際觀光管理系(海外實習組)	108	1
亞洲大學	會計與資訊學系(財稅應用組)	108	2
中國文化大學	資訊工程學系A組	108	
東海大學	環境科學與工程系(自然B組)	108	2
實踐大學	應用外語學系(臺北校區)	108	1.5
淡江大學	土木工程學系	108	2
銘傳大學	經濟與金融學系應用經濟組	108	2
長榮大學	社會工作系(兒少家庭服務組)	108	2
真理大學	法律學系	108	2
靜宜大學	資工系(電子與系統設計組)	108	2
靜宜大學	財務工程學系	108	2
義守大學	營養學系食品營養組	108	2
義守大學	資訊工程學系資訊應用組	108	
東海大學	音樂學系	108	1
銘傳大學	生物醫學工程學系智慧醫療組	108	2
國立金門大學	電子工程學系	108	2
實踐大學	會計學系(臺北校區)	108	2
世新大學	數位多媒體設計系動畫設計組	108	2
靜宜大學	財務金融學系(金融管理組)	108	1.5
國立屏東大學	科普傳播學系	108	1.5
實踐大學	應用中文系文化傳播組(高雄)	108	2
亞洲大學	會計與資訊學系(管理應用組)	108	2
國立臺東大學	特殊教育學系	108	2
中國文化大學	韓國語文學系	108	2
大同大學	應用外語學系	108	2
大同大學	媒體設計學系數位遊戲組(一)	108	1.75
實踐大學	企業管理學系(臺北校區)	108	2
實踐大學	國際經營與貿易學系(臺北)	108	2
國立體育大學	體育推廣學系A	108	2
義守大學	材料科學與工程學系乙組	108	2
中國文化大學	大眾傳播學系	108	2
銘傳大學	資訊管理系電子商務與創業組	108	2
臺北市立大學	體育學系	108	1
長榮大學	社會工作系(高齡福利服務組)	108	2
世新大學	觀光系觀光規劃暨資源管理組	108	1
銘傳大學	應統與資料科學系應用統計組	108	2
實踐大學	餐飲管理學系(臺北校區)	108	1
國立體育大學	適應體育學系A	108	2
義守大學	財務與計算數學系甲組	108	2
慈濟大學	公共衛生學系	108	1.5
淡江大學	數學系資料科學與數理統計組	108	1.5
亞洲大學	創意商品設計系(科技商品組)	108	2
銘傳大學	資訊傳播工程學系(桃園校區)	108	2
銘傳大學	應用英語系英語商務與觀光組	108	1
銘傳大學	應用中國文學系文教組(桃園)	108	2
銘傳大學	動漫文創設計學士學位學程	108	1.5
銘傳大學	建築學系(桃園校區)	108	2
大同大學	事業經營學系(乙組)	108	1
銘傳大學	應用英語系教學與文化溝通組	108	1
國立臺東大學	幼兒教育學系	108	2
世新大學	社會心理學系	108	1.5
國立臺中教育大學	美術學系	108	1
銘傳大學	資訊管理學系巨量資料管理組	108	2
靜宜大學	資訊傳播工程系(遊戲開發組)	108	2
銘傳大學	應用中國文學系文創組(桃園)	108	2
中國文化大學	森林暨自然保育學系	108	2
實踐大學	食品營養與保健生技系(臺北)	108	1
靜宜大學	觀光事業學系(丙組)	108	2
銘傳大學	醫療資訊與管理學系(桃園)	108	2
靜宜大學	資訊管理系(應用軟體開發組)	108	2
義守大學	生物醫學工程學系甲組	108	2
大同大學	機械工程學系電子機械組(甲)	108	2
義守大學	電子工程學系微電腦應用組	108	2
靜宜大學	食品營養學系營養與保健組	108	2
銘傳大學	電腦與通訊工程學系(桃園)	108	2
淡江大學	資訊創新與科技系應用資訊組	108	1
義守大學	公共政策與管理學系	108	2
義守大學	資訊工程學系資訊工程組	108	
銘傳大學	數位媒體設計系多媒體遊戲組	108	1.5
實踐大學	金融管理系金融科技組(高雄)	108	2
靜宜大學	會計學系	108	2
淡江大學	英美語言文化學系全英語班	108	1
亞洲大學	光電與通訊學系(光電綠能組)	108	2
國立臺灣藝術大學	美術學系	108	1
淡江大學	教育科技學系	108	2
靜宜大學	食品營養系食品與生物技術組	108	2
中國文化大學	電機工程學系A組	108	2
義守大學	通訊工程學系電機資訊組	108	2
東海大學	美術學系	108	2
靜宜大學	資訊管理學系(物聯網應用組)	108	2
世新大學	英語學系	108	2
大同大學	媒體設計學系互動媒體組(一)	108	1.75
國立臺北教育大學	體育學系(女)	108	1.5
大同大學	化工與生物科技系(生科組)	108	2
靜宜大學	英國語文學系	108	1.5
中國文化大學	資訊傳播學系	108	2
大同大學	事業經營學系(甲組)	108	1
靜宜大學	大眾傳播學系	108	2
淡江大學	資訊創新與科技系軟體工程組	108	1
亞洲大學	光電與通訊學系(通訊網路組)	108	2
靜宜大學	資料科學暨大數據分析應用系	108	2
銘傳大學	應統與資料科學系大數據組	108	2
實踐大學	應用中文系文創設計組(高雄)	108	2
世新大學	資訊管理學系資訊管理組	108	1.75
義守大學	生物科技學系食品生技組	108	2
中國文化大學	財務金融學系金融行銷組	108	1
臺北市立大學	視覺藝術學系	108	1.5
輔仁大學	體育學系運動健康管理組	108	2
銘傳大學	商品設計學系(桃園校區)	108	1.5
中國文化大學	資訊工程學系B組	108	
慈濟大學	分子生物暨人類遺傳學系	108	1
亞洲大學	休閒遊憩管理系(餐旅事業組)	108	2
國立高雄師範大學	美術學系	108	1
義守大學	電機工程學系甲組	108	2
東海大學	永續科學與工程學士學位學程	108	NULL
義守大學	應用日語學系	108	2
實踐大學	應用中文系劇本創作組(高雄)	108	2
實踐大學	社會工作學系(臺北校區)	108	2
大同大學	資訊經營學系	108	2
銘傳大學	商業設計學系(桃園校區)	108	2
中國文化大學	生命科學系	108	1
實踐大學	資訊科技與管理學系(臺北)	108	1.75
中國文化大學	資訊管理系(雲端巨量資料組)	108	1
長榮大學	醫務管理系(健康資訊管理組)	108	1.5
世新大學	資訊管理學系資訊科技組	108	1.75
世新大學	資訊管理學系網路科技組	108	1.75
中國文化大學	運動與健康促進學系	108	2
義守大學	醫務管理學系	108	2
南華大學	建築與景觀學系自然組	108	2
亞洲大學	休閒遊憩管理系(旅遊事業組)	108	2
靜宜大學	西班牙語文學系	108	2
淡江大學	國際觀光管理系(產業實習組)	108	1
淡江大學	全球政治經濟學系全英語班	108	1
中華大學	資訊工程學系(資訊工程組)	108	
銘傳大學	生物科技學系(桃園校區)	108	1.5
亞洲大學	資訊傳播學系	108	2
中華大學	機械工程學系(航空技術組)	108	2
佛光大學	心理學系	108	2
義守大學	生物醫學工程學系乙組	108	2
中國文化大學	史學系	108	2
大同大學	化工與生物科技系(化工組)	108	2
義守大學	會計學系財稅規劃組	108	2
義守大學	資訊管理學系行動商務組	108	1.5
國立臺南大學	視覺藝術與設計學系	108	2
中國文化大學	電機工程學系B組	108	2
實踐大學	資訊模擬與設計系電腦動畫組	108	2
中國文化大學	音樂學系B組	108	2
實踐大學	家庭研究與兒童發展系(臺北)	108	2
中國文化大學	日本語文學系	108	2
中國文化大學	全球商務學士學位學程	108	1
靜宜大學	企業管理學系	108	2
中國文化大學	建築及都市設計學系	108	2
中國文化大學	心理輔導學系	108	2
義守大學	娛樂事業管理學系活動策展組	108	1
長榮大學	護理學系	108	1
義守大學	國際財務金融學系財務投資組	108	2
義守大學	材料科學與工程學系甲組	108	2
中國文化大學	政治學系	108	1.5
義守大學	健康管理學系乙組	108	2
國立東華大學	原住民族樂舞與藝術學位學程	108	2
義守大學	大眾傳播學系	108	2
義守大學	健康管理學系甲組	108	2
中國文化大學	觀光事業學系	108	1
國立東華大學	體育與運動科學系	108	1
靜宜大學	應用化學系	108	2
慈濟大學	生命科學系	108	1
國立臺灣藝術大學	雕塑學系(男)	108	2
義守大學	土木與生態工程系環境永續組	108	2
義守大學	電子工程學系光電組	108	2
靜宜大學	寰宇外語教育學士學位學程	108	1
中國文化大學	保健營養學系	108	2
義守大學	財務金融管理學系財務管理組	108	2
長榮大學	健康心理學系	108	2
中國文化大學	動物科學系	108	1
義守大學	資訊管理學系雲端服務組	108	1.5
義守大學	電影與電視學系編導製片組	108	2
中國文化大學	行政管理學系	108	1.5
實踐大學	行銷管理學系(高雄校區)	108	2
義守大學	財務金融管理學系金融管理組	108	2
義守大學	休閒事業管理學系甲組	108	1.75
中國文化大學	光電物理學系	108	1
中華大學	財務管理系(財務金融管理組)	108	2
義守大學	會計學系管理應用組	108	2
中華大學	資訊工程系(智慧軟體設計組)	108	
實踐大學	應用英語學系(高雄校區)	108	NULL
靜宜大學	化粧品科學系	108	2
中國文化大學	化學系	108	1.5
實踐大學	資訊模擬與設計系互動遊戲組	108	2
義守大學	化學工程學系甲組	108	2
中國文化大學	財務金融學系財務金融組	108	2
義守大學	化學工程學系乙組	108	2
中國文化大學	都市計劃與開發管理學系	108	1.5
中國文化大學	會計學系	108	2
中國文化大學	資訊管理系(智慧商務科技組)	108	1
中國文化大學	化學工程與材料工程學系	108	2
義守大學	通訊工程學系軟體應用服務組	108	2
中國文化大學	經濟學系	108	1.75
輔仁大學	體育學系體育學組	108	1
長榮大學	航運管理學系	108	2
國立臺東大學	體育學系	108	2
中國文化大學	教育學系	108	2
銘傳大學	華語文教學學系(桃園校區)	108	2
義守大學	土木與生態工程系創新規劃組	108	2
中國文化大學	園藝暨生物技術學系	108	1
國立臺灣體育運動大學	休閒運動學系	108	2
中國文化大學	土地資源學系B組	108	2
國立東華大學	藝術與設計學系	108	2
長榮大學	應用日語學系	108	2
中華大學	企業管理學系	108	2
中國文化大學	土地資源學系A組	108	2
國立嘉義大學	視覺藝術學系	108	2
中華大學	資訊工程學系(人工智慧組)	108	
南華大學	建築與景觀學系社會組	108	2
長榮大學	保健營養學系	108	2
中國文化大學	新聞學系	108	2
長榮大學	財務金融學系	108	2
義守大學	電機工程學系乙組	108	2
中國文化大學	機械工程學系	108	2
靜宜大學	生態人文學系(自然組)	108	2
國立臺灣藝術大學	工藝設計學系(男)	108	2
義守大學	機械與自動化工程學系	108	2
中國文化大學	國際企業管理學系	108	2
中國文化大學	生活應用科學系	108	2
國立屏東大學	音樂學系	108	1
實踐大學	資訊管理系數位金融組(高雄)	108	2
中國文化大學	法國語文學系	108	2
國立臺南大學	體育學系	108	2
中國文化大學	國際貿易學系	108	2
國立臺灣體育運動大學	體育學系	108	2
中華大學	財務管理系(金融資訊管理組)	108	2
義守大學	工業管理學系乙組	108	2
長榮大學	會計資訊學系	108	2
義守大學	數位多媒體設計系數位動畫組	108	2
國立屏東大學	視覺藝術學系造形藝術組	108	1.5
義守大學	國際商務系國際貿易與金融組	108	2
中華大學	應用日語學系(商務組)	108	2
靜宜大學	寰宇管理學士學位學程	108	1.25
中國文化大學	英國語文學系	108	1
義守大學	企業管理學系企業經營組	108	2
慈濟大學	人類發展與心理學系	108	2
國立體育大學	運動保健學系A	108	2
中華大學	電機工程學系	108	2
中華大學	資訊管理系(手機軟體設計組)	108	2
南華大學	資訊工程學系社會組	108	
中國文化大學	廣告學系A組	108	2
輔仁大學	音樂學系-聲樂	108	1
大葉大學	材料科學與工程學系	108	1
中國文化大學	大氣科學系	108	1
長榮大學	環境與食安檢驗學程(食檢組)	108	2
長榮大學	生物科技學系	108	2
實踐大學	資訊科技與通訊系App設計組	108	2
實踐大學	電腦動畫學士學位學程(高雄)	108	2
佛光大學	傳播學系(流行音樂傳播組)	108	2
長榮大學	綠能與環境資源學系(社會組)	108	2
長榮大學	醫務管理系(醫院經營管理組)	108	2
東吳大學	音樂系-聲樂.弦樂.理論作曲	108	1
佛光大學	社會學暨社會工作學系	108	2
慈濟大學	醫學資訊學系	108	2
義守大學	電影與電視學系影視技術組	108	2
中華大學	資訊管理系(巨量資料應用組)	108	2
實踐大學	資訊科技與通訊系人工智慧組	108	2
義守大學	企業管理學系行銷管理組	108	2
義守大學	智慧化自動控制英語學位學程	108	2
實踐大學	國際貿易學系(高雄校區)	108	2
義守大學	休閒事業管理學系乙組	108	2
義守大學	工業管理學系甲組	108	2
義守大學	國際商務系國際企業與行銷組	108	2
實踐大學	會計暨稅務學系財富管理組	108	2
中國文化大學	社會福利學系	108	1.5
大葉大學	生物醫學系(醫藥檢驗管理組)	108	2
實踐大學	資訊模擬設計系AR/VR科技組	108	2
中華大學	機械工程學系(智慧機械組)	108	2
實踐大學	會計暨稅務學系科技應用組	108	2
佛光大學	公共事務學系(行政管理組)	108	2
中華大學	機械工程學系(智慧自動化組)	108	2
義守大學	娛樂事業管理學系影視娛樂組	108	1
義守大學	國際財務金融學系國際貿易組	108	2
靜宜大學	生態人文學系(人文組)	108	2
中華大學	財務管理系(會計資訊稅務組)	108	2
中華大學	資訊管理系(資訊管理應用組)	108	1.75
長榮大學	大眾傳播學系	108	2
中國文化大學	地質學系	108	1
長榮大學	企業管理學系	108	2
中華大學	光電與材料工程學系	108	2
中華大學	建築與都計學系(建築設計組)	108	2
長榮大學	國際企業學系	108	2
中華大學	土木工程學系	108	2
中國文化大學	俄國語文學系	108	2
長榮大學	環境與食安檢驗學程(環檢組)	108	2
中華大學	生物資訊學系(基因科技組)	108	2
中國文化大學	景觀學系	108	2
中華大學	工業管理學系	108	2
中國文化大學	應用數學系	108	2
大葉大學	生物醫學系(生物醫藥組)	108	2
長榮大學	醫藥科學產業學系	108	2
長榮大學	土地管理與開發學系	108	2
中國文化大學	地理學系A組	108	1
南華大學	資訊工程學系自然組	108	
中國文化大學	紡織工程學系	108	2
中國文化大學	哲學系	108	2
國立嘉義大學	音樂學系(自費)-綜合樂器	108	1
佛光大學	資訊應用系(數位遊戲開發組)	108	2
南華大學	財務金融學系	108	2
真理大學	觀光事業學系	108	1
中華大學	應用日語學系(語文組)	108	2
實踐大學	資訊科技與通訊系無人機組	108	2
慈濟大學	社會工作學系	108	1.5
長榮大學	醫社暨康照學程(健康照護組)	108	2
中國文化大學	勞動暨人力資源學系	108	2
中華大學	生物資訊學系(生醫大數據組)	108	2
義守大學	廚藝學系甲組	108	2
真理大學	企業管理學系	108	2
國立屏東大學	體育學系	108	2
實踐大學	音樂學系(臺北校區)-鋼琴	108	1
中華大學	行政管理學系	108	2
中華大學	建築與都計學系(建築科技組)	108	2
實踐大學	資訊管理系資訊應用組(高雄)	108	2
中國文化大學	中國文學系文藝創作組	108	2
南華大學	企業管理學系經營管理組	108	2
佛光大學	資訊應用系(網路與多媒體組)	108	2
國立嘉義大學	音樂學系(自費)-鋼琴	108	1
長榮大學	東南亞文化產業學士學位學程	108	1
中國文化大學	中國文學系中國文學組	108	2
大葉大學	護理學系	108	2
南華大學	生死學系諮商組	108	2
國立臺中教育大學	體育學系	108	2
義守大學	餐旅管理學系餐飲管理組	108	2
真理大學	台灣文學系	108	2
佛光大學	傳播學系(廣告公關組)	108	2
佛光大學	應用經濟學系(財務金融組)	108	2
國立體育大學	體育推廣學系B	108	2
中國文化大學	美術學系	108	2
真理大學	應用日語學系	108	2
實踐大學	休閒產業管理學系(高雄校區)	108	2
長榮大學	綠能與環境資源學系(自然組)	108	2
中華大學	景觀建築學系	108	2
長榮大學	職業安全與衛生學系(自然組)	108	2
中華大學	應用日語學系(觀光組)	108	2
義守大學	應用英語學系	108	2
慈濟大學	傳播學系	108	2
長榮大學	消防安全學位學程(社會組)	108	2
國立高雄師範大學	體育學系	108	2
義守大學	國際企業經營學系(國際學院)	108	2
大葉大學	資訊管理學系	108	2
大葉大學	電機工程學系	108	2
真理大學	財務金融學系	108	2
義守大學	創意商品設計學系生活創意組	108	2
長榮大學	翻譯學系	108	2
大葉大學	醫材設計與材料學程(應用組)	108	2
大葉大學	資訊工程學系	108	
義守大學	觀光學系甲組	108	2
南華大學	文化創意事業管理學系	108	2
義守大學	國際觀光餐旅學系(國際學院)	108	1
輔仁大學	音樂學系-銅管樂.木管樂	108	1
大葉大學	工業設計學系	108	2
義守大學	創意商品設計學系文化創意組	108	2
真理大學	人文與資訊學系	108	2
長榮大學	醫務管理系(長照機構管理組)	108	2
義守大學	餐旅管理學系旅館管理組	108	2
大葉大學	食品應用生科系(應用生技組)	108	2
中國文化大學	廣告學系B組	108	1
長榮大學	資訊暨設計學院資訊工程組	108	
南華大學	自然生物科技學系	108	2
長榮大學	應用哲學系(社會關懷組)	108	1
南華大學	企業管理學系行銷與創業組	108	2
輔仁大學	音樂學系-弦樂	108	1
義守大學	廚藝學系乙組	108	2
中華大學	建築與都計學系(都市計畫組)	108	2
佛光大學	外國語文學系	108	2
南華大學	旅遊管理學系	108	2
佛光大學	傳播學系(數位媒體組)	108	2
中華大學	資管系(系統設計與製造組)	108	1.75
義守大學	數位多媒體設計系互動媒體組	108	2
大葉大學	食品應用生科系(食品科學組)	108	2
長榮大學	書畫藝術學系(甲組)	108	2
大葉大學	視光學系	108	2
南華大學	外國語文學系	108	2
長榮大學	環境與食安檢驗學程(安管組)	108	2
南華大學	資訊工程學系智慧產業樂齡組	108	
真理大學	國際貿易學系	108	2
長榮大學	消防安全學位學程(自然組)	108	2
慈濟大學	兒童發展與家庭教育學系	108	2
真理大學	會計資訊學系	108	2
南華大學	生死學系殯葬服務組	108	2
佛光大學	管理學系(經營管理組)	108	2
玄奘大學	法律學系	108	2
實踐大學	時尚設計學系(高雄校區)	108	2
國立嘉義大學	體育與健康休閒學系	108	2
玄奘大學	應用心理學系	108	2
中華大學	工業產品設計系(工業設計組)	108	2
大葉大學	生物資源學系(醫藥微生物組)	108	2
實踐大學	觀光管理學系(高雄校區)	108	2
長榮大學	資訊暨設計學院學士班	108	2
真理大學	統計資訊與精算系統計精算組	108	2
南華大學	資訊管理系多媒體行動商務組	108	2
佛光大學	文化資產創意系(文化創意組)	108	2
義守大學	觀光學系乙組	108	2
真理大學	英美語文學系	108	2
南華大學	傳播學系	108	2
長榮大學	觀光與餐飲管理學系	108	2
實踐大學	服飾設計與經營學系(高雄)	108	2
真理大學	資訊工程學系甲組	108	
真理大學	統計資訊與精算系大數據組	108	2
大葉大學	機械與自動化工程學系	108	2
長榮大學	不動產財務金融學士學位學程	108	2
真理大學	音樂應用學系-行政管理組	108	2
大葉大學	空間設計學系(室內設計組)	108	2
真理大學	航空事業學系	108	2
大葉大學	生物資源系(生態經營生物組)	108	2
真理大學	經濟學系	108	2
真理大學	資訊管理學系資管應用組	108	2
真理大學	資訊管理學系創新實務組	108	2
真理大學	理財與稅務規劃學系	108	2
中華大學	運輸科技與物流管理學系	108	2
南華大學	應用社會學系社會工作組	108	2
國立臺南大學	音樂學系	108	1
中華大學	旅遊與休閒學系	108	2
南華大學	文學系	108	2
長榮大學	媒體設計科技學系	108	2
南華大學	資訊管理學系資訊管理組	108	2
長榮大學	台灣文創產業學士學位學程	108	1.5
真理大學	資訊管理學系電子商務組	108	2
真理大學	資訊工程學系乙組	108	
大葉大學	電機工程學系(產學合作組)	108	2
長榮大學	醫社暨康照學程(社會工作組)	108	2
佛光大學	資訊應用系(動畫數位內容組)	108	2
長榮大學	創新應用管理學系	108	2
南華大學	應用社會學系社會學組	108	2
佛光大學	管理學系(行銷與創業組)	108	2
佛光大學	公共事務系(國際兩岸事務組)	108	2
義守大學	傳播產製英語學士學位學程	108	2
佛光大學	資訊應用系(系統智慧應用組)	108	2
長榮大學	應用哲學系(公共參與組)	108	2
大葉大學	企業管理學系(經營管理組)	108	2
長榮大學	職業安全與衛生學系(社會組)	108	2
慈濟大學	東方語文學系日文組	108	2
佛光大學	中國文學與應用學系	108	2
中華大學	餐旅管理學系	108	2
大葉大學	環境工程學系(社會組)	108	2
大葉大學	財務金融學系(銀行專業組)	108	2
南華大學	幼兒教育學系	108	2
真理大學	觀光數位知識學系	108	2
大葉大學	會計資訊學系	108	2
中華大學	觀光與會展活動學系	108	2
佛光大學	管理學系(休閒事業管理組)	108	2
大葉大學	運動健康管理系(運動治療組)	108	2
大葉大學	藥用植物保健系(中藥保健組)	108	2
國立臺東大學	美術產業學系	108	2
南華大學	國際事務與企業學系	108	2
南華大學	生死學系社會工作組	108	2
大葉大學	人力資源暨公共關係學系	108	2
長榮大學	蘭花產業應用學程(創意組)	108	2
中華大學	工業產品設計系(創意生活組)	108	2
大葉大學	觀光旅遊學系	108	2
大葉大學	財務金融學系(投資管理組)	108	2
真理大學	運動管理學系	108	2
大葉大學	藥用植物保健系(藥粧經絡組)	108	2
大葉大學	醫療器材設計與材料學位學程	108	2
中華大學	科技管理學系	108	2
慈濟大學	英美語文學系	108	1.5
中國文化大學	音樂學系A組	108	1
玄奘大學	社會工作學系	108	2
佛光大學	應用經濟學系(國際商務組)	108	2
大葉大學	餐旅管理學系	108	2
長榮大學	美術學系	108	2
長榮大學	國際會展管理學士學位學程	108	2
長榮大學	資訊暨設計學院數位設計組	108	2
慈濟大學	東方語文學系中文組	108	2
大葉大學	傳播藝術學士學位學程	108	2
真理大學	工業管理與經營資訊學系	108	2
長榮大學	書畫藝術學系(乙組)	108	2
大葉大學	英語學系	108	2
真理大學	運動資訊傳播學系	108	2
長榮大學	運動競技學系	108	2
大葉大學	國際企業管理學系	108	2
長榮大學	資訊暨設計學院資訊管理組	108	2
佛光大學	歷史學系(史學經典與創作組)	108	2
大葉大學	企業管理學系(數位行銷組)	108	2
佛光大學	文化資產創意系(文化觀光組)	108	2
大葉大學	消防安全學士學位學程	108	2
大葉大學	視覺傳達設計學系	108	2
康寧大學	長期照護學系(台北校區)	108	2
大葉大學	工業工程與管理學系	108	2
長榮大學	資訊暨設計學院互動設計組	108	2
大葉大學	空間設計學系(建築組)	108	2
玄奘大學	大眾傳播學系	108	2
康寧大學	嬰幼兒保育學系(台北校區)	108	2
佛光大學	未來與樂活產業學系	108	2
玄奘大學	應用日語學系	108	2
長榮大學	蘭花產業應用學程(行銷組)	108	2
大葉大學	休閒事業管理系(休閒企劃組)	108	2
大葉大學	運動健康管理系(健康指導組)	108	2
大葉大學	烘焙暨飲料調製學士學位學程	108	2
玄奘大學	視覺傳達設計學系廣告設計組	108	2
大葉大學	應用日語學系	108	2
佛光大學	歷史學系(圖像史學與數位組)	108	2
大葉大學	休閒事業管理系(創新經營組)	108	2
玄奘大學	時尚設計學系	108	2
玄奘大學	餐旅管理學系	108	2
實踐大學	音樂學系(臺北校區)-弦樂	108	1
玄奘大學	視覺傳達設計學系數位媒體組	108	2
康寧大學	健康照護管理學系(台南校區)	108	2
大葉大學	婚禮企劃暨節慶管理學位學程	108	2
大葉大學	多媒體數位內容學士學位學程	108	2
稻江科技暨管理學院	行動科技學系	108	1
大葉大學	造形藝術學系	108	2
國立臺東大學	音樂學系	108	2
稻江科技暨管理學院	社會工作學系	108	2
稻江科技暨管理學院	動畫遊戲設計學系	108	1.5
真理大學	音樂應用學系-演奏教學組	108	1.5
稻江科技暨管理學院	時尚美容藝術管理學系	108	1
稻江科技暨管理學院	法律學士學位學程	108	2
稻江科技暨管理學院	餐飲管理學系	108	2
稻江科技暨管理學院	經營管理學士學位學程	108	1
稻江科技暨管理學院	幼兒教育學系	108	2
稻江科技暨管理學院	表演藝術學士學位學程	108	2
稻江科技暨管理學院	休閒遊憩管理學系	108	2
國立東華大學	音樂學系	108	1
國立東華大學	教育潛能開發系(公費)限原民	108	2
實踐大學	音樂學系(臺北校區)-聲樂	108	1
實踐大學	音樂學系(臺北校區)-銅管樂	108	1
			
