1172,106,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1172,107,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1172,108,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1172,109,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1172,110,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1172,111,順序一:國+社(5) <br>順序二:英(2.5) ,順序一:國+社(28) <br>順序二:英(14) ,
1182,106,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(28) <br>順序二:英(14) ,
1182,107,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1182,108,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1182,109,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1182,110,順序一:國+社(5) <br>順序二:英(3) ,順序一:國+社(29) <br>順序二:英(15) ,
1182,111,順序一:國+社(5) <br>順序二:英(2.5) ,順序一:國+社(28) <br>順序二:英(15) ,
1192,106,順序一:總級分(4) <br>順序二:數A+數B(3) ,順序一:總級分(69) <br>順序二:數A+數B(14) ,
1192,107,順序一:總級分(4) <br>順序二:數A+數B(3) ,順序一:總級分(69) <br>順序二:數A+數B(14) ,
1192,108,順序一:自+社(6) <br>順序二:數A+數B(3) ,順序一:自+社(26) <br>順序二:數A+數B(15) ,
1192,109,順序一:自+社(6) <br>順序二:數A+數B(3) ,順序一:自+社(26) <br>順序二:數A+數B(15) ,
1192,110,順序一:自+社(6) <br>順序二:數A+數B(3) ,順序一:自+社(23) <br>順序二:數A+數B(12) ,
1192,111,順序一:自+社(6) <br>順序二:數A(2.5) ,順序一:自+社(26) <br>順序二:數A(11) ,
1202,106,順序一:國+數A+數B(4) <br>順序二:英(2) ,順序一:國+數A+數B(25) <br>順序二:英(15) ,
1202,107,順序一:國+英+社(4) ,順序一:國+英+社(44) ,
1202,108,順序一:國+英+社(4) ,順序一:國+英+社(44) ,
1202,109,順序一:國+英+社(3) ,順序一:國+英+社(44) ,
1202,110,順序一:國+英+社(3.5) ,順序一:國+英+社(44) ,
1202,111,順序一:自(6) <br>順序二:數A(2.5) ,順序一:自(13) <br>順序二:數A(12) ,
1212,106,順序一:國+數A+數B+社(5) <br>順序二:英(2) ,順序一:國+數A+數B+社(36) <br>順序二:英(15) ,
1212,107,順序一:國+數A+數B+社(5) <br>順序二:英(2) ,順序一:國+數A+數B+社(37) <br>順序二:英(15) ,
1212,108,順序一:國+數A+數B+社(5) <br>順序二:英(3) ,順序一:國+數A+數B+社(39) <br>順序二:英(15) ,
1212,109,順序一:國+數A+數B+社(5) <br>順序二:英(3) ,順序一:國+數A+數B+社(40) <br>順序二:英(15) ,
1212,110,順序一:國+數A+數B+社(5) <br>順序二:英(3) ,順序一:國+數A+數B+社(35) <br>順序二:英(14) ,
1212,111,順序一:社(6) <br>順序二:數A(2.5) ,順序一:社(15) <br>順序二:數A(12) ,
1222,106,順序一:社(8) <br>順序二:國+總級分(3) <br>順序三:英+數A+數B+自(2) ,順序一:社(14) <br>順序二:國+總級分(89) <br>順序三:英+數A+數B+自(45) ,
1222,107,順序一:社(8) <br>順序二:國+總級分(3) <br>順序三:英+數A+數B+自(2) ,順序一:社(12) <br>順序二:國+總級分(89) <br>順序三:英+數A+數B+自(45) ,
1222,108,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(15) <br>順序二:國+英+數A+數B+自(60) <br>順序三:英+數A+數B+自(45) ,
1222,109,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(15) <br>順序二:國+英+數A+數B+自(60) <br>順序三:英+數A+數B+自(45) ,
1222,110,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(13) <br>順序二:國+英+數A+數B+自(59) <br>順序三:英+數A+數B+自(45) ,
1222,111,順序一:國+英+社(3) ,順序一:國+英+社(44) ,
1232,106,順序一:英+數A+數B+自(4) <br>順序二:總級分(3) <br>順序三:國(2.5) ,順序一:英+數A+數B+自(44) <br>順序二:總級分(74) <br>順序三:國(15) ,
1232,107,順序一:社(8) <br>順序二:國+總級分(3) <br>順序三:英+數A+數B+自(2) ,順序一:社(12) <br>順序二:國+總級分(87) <br>順序三:英+數A+數B+自(44) ,
1232,108,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(14) <br>順序二:國+英+數A+數B+自(58) <br>順序三:英+數A+數B+自(44) ,
1232,109,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(15) <br>順序二:國+英+數A+數B+自(59) <br>順序三:英+數A+數B+自(44) ,
1232,110,順序一:國(4) <br>順序二:國+英+數A+數B+自(3) <br>順序三:英+數A+數B+自(2) ,順序一:國(13) <br>順序二:國+英+數A+數B+自(53) <br>順序三:英+數A+數B+自(41) ,
1232,111,順序一:國+數B+社(5) <br>順序二:英(3) ,順序一:國+數B+社(40) <br>順序二:英(14) ,
1242,106,順序一:數A+數B+自(4) <br>順序二:總級分(3) <br>順序三:英(2.5) ,順序一:數A+數B+自(29) <br>順序二:總級分(72) <br>順序三:英(14) ,
1242,107,順序一:英+數A+數B+自(4) <br>順序二:總級分(3) <br>順序三:國(2.5) ,順序一:英+數A+數B+自(44) <br>順序二:總級分(74) <br>順序三:國(15) ,
1242,108,順序一:國+英+數A+數B+自(4) <br>順序二:英+數A+數B+自(2.5) ,順序一:國+英+數A+數B+自(60) <br>順序二:英+數A+數B+自(45) ,
1242,109,順序一:國+英+數A+數B+自(3) <br>順序二:英+數A+數B+自(2.5) ,順序一:國+英+數A+數B+自(59) <br>順序二:英+數A+數B+自(45) ,
