biology,cume,0
60,49.65,59.3155
59,52.01,58.5899
58,54.52,57.7935
57,56.8,57.0581
56,59.11,56.2755
55,61.24,55.5401
54,63.35,54.8089
53,65.52,54.0683
52,67.62,53.2989
51,69.63,52.5385
50,71.67,51.73
49,73.58,50.9217
48,75.38,50.1391
47,77.01,49.3907
46,78.77,48.5423
45,80.24,47.7935
44,81.64,47.0326
43,83.06,46.2093
42,84.44,45.3585
41,85.6,44.604
40,86.82,43.748
39,88.04,42.7769
38,89.07,41.9174
37,90.13,40.9459
36,91.07,40.0991
35,91.89,39.2526
34,92.69,38.3636
33,93.43,37.4
32,94.22,36.2714
31,94.83,35.3333
30,95.53,34.1967
29,96.08,33.1731
28,96.71,31.7619
27,97.06,30.9231
26,97.62,29.4118
25,97.89,28.5517
24,98.34,26.8696
23,98.6,25.6667
22,99,23.4706
21,99.19,22.2667
20,99.42,20.2727
19,99.51,19.3333
18,99.66,17.4286
17,99.72,16.4
16,99.85,13
15,99.87,12.4999
14,99.93,10.3334
13,99.94,10
12,99.97,8
11,99.97,8
10,99.98,7.49981
9,99.98,7.49981
8,99.99,7
7,99.99,7
6,99.99,7
5,99.99,7
4,99.99,7
3,99.99,7
2,100,5
1,100,5
0,100,5
matha,cume,0
100,0.91,81.5588
99,0.91,81.5588
98,1.22,80.7447
97,1.25,80.6809
96,2.49,78.56
95,2.5,78.5467
94,3.3,77.5761
93,3.52,77.337
92,4.73,76.1818
91,4.84,76.0818
90,5.95,75.2031
89,6.44,74.8467
88,7.64,74.0467
87,8,73.8263
86,9.11,73.1617
85,9.82,72.7744
84,10.87,72.2359
83,11.62,71.87
82,12.77,71.3543
81,13.73,70.927
80,14.63,70.5408
79,15.79,70.0429
78,16.93,69.6075
77,18.08,69.1736
76,19.2,68.7668
75,20.37,68.3534
74,21.42,67.9835
73,22.59,67.5974
72,23.69,67.2343
71,25.03,66.7928
70,26.14,66.4276
69,27.43,66.0033
68,28.66,65.6292
67,30,65.2219
66,31.19,64.8567
65,32.37,64.4891
64,33.66,64.0872
63,34.91,63.713
62,36.27,63.3106
61,37.57,62.9254
60,38.91,62.5254
59,40.18,62.1463
58,41.6,61.7182
57,42.86,61.3364
56,44.24,60.9201
55,45.49,60.5503
54,46.86,60.145
53,48.18,59.753
52,49.48,59.3661
51,50.96,58.9211
50,52.31,58.4953
49,53.63,58.0789
48,54.96,57.6516
47,56.41,57.1839
46,57.56,56.8027
45,58.94,56.3333
44,60.31,55.8641
43,61.71,55.3763
42,63.05,54.9113
41,64.35,54.4676
40,65.58,54.0478
39,66.87,53.5756
38,68.13,53.1107
37,69.26,52.6808
36,70.48,52.2115
35,71.68,51.7257
34,73.01,51.1646
33,74.13,50.6826
32,75.39,50.1348
31,76.38,49.6837
30,77.77,49.0372
29,78.72,48.5672
28,79.95,47.9511
27,80.78,47.5
26,82.28,46.6628
25,83.03,46.2267
24,84.53,45.3019
23,85.22,44.8591
22,86.68,43.8583
21,87.26,43.4016
20,88.76,42.1818
19,89.27,41.734
18,90.67,40.4595
17,91.15,40.027
16,92.69,38.3636
15,92.86,38.1705
14,94.14,36.3857
13,94.46,35.9206
12,95.57,34.1311
11,95.76,33.7885
10,97.19,30.5897
9,97.2,30.5641
8,97.76,29
7,97.87,28.6207
6,98.86,24.2632
5,98.86,24.2632
4,99.53,19.1111
3,99.53,19.1111
2,99.57,18.625
1,99.57,18.625
0,100,5
mathb,cume,0
100,1.58,79.983
99,1.68,79.8136
98,2.76,78.2
97,2.82,78.12
96,3.88,76.9545
95,4.31,76.5636
94,5.21,75.7812
93,5.54,75.5234
92,6.94,74.5133
91,7.43,74.1867
90,8.91,73.2814
89,9.39,72.9949
88,10.73,72.3077
87,11.42,71.9596
86,12.77,71.3543
85,13.58,70.9914
84,14.9,70.4249
83,15.72,70.073
82,17.2,69.5057
81,18.14,69.1509
80,19.47,68.6714
79,20.46,68.3216
78,21.78,67.8647
77,22.88,67.5016
76,24.18,67.0726
75,25.32,66.6974
74,26.56,66.2895
73,27.76,65.9027
72,29.09,65.4985
71,30.34,65.1185
70,31.57,64.7383
69,32.87,64.3333
68,34.27,63.9024
67,35.55,63.5237
66,36.88,63.1302
65,38.02,62.791
64,39.36,62.391
63,40.6,62.0209
62,41.83,61.6485
61,43.03,61.2848
60,44.51,60.8402
59,45.64,60.5059
58,46.93,60.1243
57,48.07,59.7857
56,49.6,59.3304
55,50.66,59.0149
54,52.07,58.571
53,53.08,58.2524
52,54.85,57.6871
51,55.79,57.3839
50,57.34,56.8776
49,58.18,56.5918
48,59.83,56.0306
47,60.64,55.7491
46,62.34,55.1568
45,63.05,54.9113
44,64.86,54.2935
43,65.51,54.0717
42,67.27,53.428
41,67.88,53.203
40,69.71,52.5077
39,70.27,52.2923
38,72.22,51.4979
37,72.73,51.2827
36,74.58,50.487
35,74.99,50.3087
34,76.93,49.4279
33,77.35,49.2326
32,79.1,48.3781
31,79.48,48.1891
30,81.45,47.1359
29,81.77,46.9593
28,83.48,45.9623
27,83.74,45.7987
26,85.69,44.5436
25,85.96,44.3624
24,87.62,43.1181
23,87.86,42.9256
22,89.72,41.3211
21,89.85,41.2018
20,91.46,39.7053
19,91.66,39.4947
18,93.04,37.9571
17,93.13,37.8286
16,94.77,35.4286
15,94.91,35.2063
14,95.82,33.6731
13,95.85,33.6154
12,97.21,30.5385
11,97.3,30.3077
10,97.74,29.0588
9,97.75,29.0294
8,98.9,24.0526
7,98.96,23.7059
6,99.05,23.1765
5,99.05,23.1765
4,99.77,15
3,99.78,14.8
2,99.78,14.8
1,99.78,14.8
0,100,5
physics,cume,0
100,0.08,87.25
99,0.2,85.4
98,0.31,84.4167
97,0.58,82.7826
96,0.89,81.6176
95,1.32,80.5319
94,1.87,79.4915
93,2.38,78.7067
92,3.09,77.8043
91,3.82,77.0109
90,4.7,76.2091
89,5.73,75.375
88,6.72,74.66
87,7.72,73.994
86,8.87,73.3054
85,10.02,72.6718
84,11.17,72.0821
83,12.35,71.5426
82,13.7,70.9399
81,15.01,70.3777
80,16.33,69.834
79,17.56,69.3698
78,18.78,68.9152
77,20.18,68.4205
76,21.52,67.9505
75,22.78,67.5347
74,24.08,67.1056
73,25.39,66.6743
72,26.71,66.2401
71,27.94,65.848
70,29.36,65.4164
69,30.53,65.0608
68,31.82,64.6604
67,33,64.2928
66,34.22,63.9172
65,35.51,63.5355
64,36.76,63.1657
63,38.01,62.794
62,39.17,62.4478
61,40.37,62.0896
60,41.64,61.7061
59,42.87,61.3333
58,44.07,60.9704
57,45.28,60.6124
56,46.65,60.2071
55,47.98,59.8125
54,49.17,59.4583
53,50.46,59.0744
52,51.68,58.694
51,52.82,58.3344
50,54.12,57.9226
49,55.43,57.5
48,56.75,57.0742
47,58.1,56.619
46,59.42,56.1701
45,60.69,55.7317
44,61.97,55.2857
43,63.31,54.8225
42,64.66,54.3618
41,65.96,53.9114
40,67.31,53.4133
39,68.77,52.8692
38,70.19,52.3231
37,71.63,51.7468
36,73.17,51.097
35,74.62,50.4696
34,76.07,49.8279
33,77.54,49.1442
32,79.08,48.3881
31,80.54,47.6304
30,82.01,46.8198
29,83.47,45.9686
28,84.78,45.1447
27,86.21,44.1946
26,87.52,43.1968
25,88.9,42.0661
24,90.22,40.8649
23,91.4,39.7684
22,92.61,38.4545
21,93.61,37.1429
20,94.62,35.6667
19,95.48,34.2787
18,96.28,32.75
17,97.03,31
16,97.68,29.2353
15,98.15,27.6154
14,98.6,25.6667
13,98.99,23.5294
12,99.25,21.8182
11,99.47,19.7777
10,99.66,17.4286
9,99.79,14.5999
8,99.88,12.25
7,99.92,10.6668
6,99.96,9
5,99.97,8
4,99.98,7.49981
3,99.98,7.49981
2,99.99,7
1,99.99,7
0,100,5
society,cume,0
100,0,99
99,0,99
98,0,99
97,0,99
96,0,99
95,0.01,92
94,0.01,92
93,0.04,88.5
92,0.11,86.6
91,0.17,85.7
90,0.29,84.5833
89,0.4,83.7647
88,0.7,82.2609
87,1,81.2941
86,1.48,80.1915
85,1.89,79.4576
84,2.74,78.2267
83,3.47,77.3913
82,4.71,76.2
81,5.76,75.3516
80,7.53,74.12
79,8.97,73.2455
78,11.3,72.0154
77,12.82,71.3318
76,15.52,70.1588
75,17.41,69.4264
74,20.34,68.364
73,22.57,67.604
72,25.89,66.5099
71,28.3,65.7386
70,31.92,64.6293
69,34.35,63.8787
68,37.99,62.8
67,40.55,62.0358
66,44.47,60.8521
65,46.99,60.1065
64,50.83,58.9621
63,53.43,58.142
62,57.34,56.8776
61,59.8,56.0408
60,63.53,54.7474
59,65.92,53.9262
58,69.27,52.6769
57,71.39,51.8481
56,74.41,50.5609
55,76.31,49.7163
54,79.05,48.403
53,80.72,47.5326
52,83.08,46.1977
51,84.44,45.3585
50,86.41,44.0604
49,87.54,43.1811
48,89.23,41.7706
47,90.16,40.9189
46,91.55,39.6105
45,92.38,38.7159
44,93.48,37.3286
43,94.11,36.4286
42,94.99,35.0794
41,95.5,34.2459
40,96.19,32.9545
39,96.62,31.9762
38,97.19,30.5897
37,97.47,29.8529
36,97.9,28.5172
35,98.1,27.8077
34,98.47,26.3043
33,98.66,25.3333
32,98.91,24
31,99.1,22.8667
30,99.32,21.1818
29,99.44,20.0909
28,99.58,18.5
27,99.67,17.2858
26,99.76,15.3332
25,99.81,14.2
24,99.88,12.25
23,99.91,11
22,99.96,9
21,99.96,9
20,99.97,8
19,99.97,8
18,99.98,7.49981
17,99.99,7
16,100,5
15,100,5
14,100,5
13,100,5
12,100,5
11,100,5
10,100,5
9,100,5
8,100,5
7,100,5
6,100,5
5,100,5
4,100,5
3,100,5
2,100,5
1,100,5
0,100,5
