biology,cume,0
66,32.47,68.2937
65,34.72,67.2843
64,37.12,66.3677
63,39.45,65.3793
62,41.58,64.5452
61,44.03,63.5773
60,46.24,62.6215
59,48.42,61.7733
58,50.57,60.7018
57,52.75,59.8619
56,54.92,58.7663
55,56.96,57.9773
54,59.11,56.8333
53,61.21,56.0194
52,63.42,54.8117
51,65.45,53.9423
50,67.43,52.7811
49,69.31,51.9586
48,71.22,50.7604
47,72.98,49.9231
46,74.82,48.7512
45,76.56,47.8618
44,78.3,46.6383
43,79.96,45.5856
42,81.52,44.4944
41,83.08,43.3738
40,84.51,42.3312
39,85.83,41.1099
38,87.12,40.1439
37,88.36,38.9286
36,89.52,38.0079
35,90.61,36.7407
34,91.69,35.6111
33,92.65,34.514
32,93.75,33
31,94.49,32.1778
30,95.23,30.8732
29,95.86,29.9792
28,96.47,28.7778
27,96.98,27.9394
26,97.5,26.6111
25,97.88,25.8214
24,98.29,24.5135
23,98.63,23.2857
22,98.89,22.3104
21,99.08,21.375
20,99.28,20.2632
19,99.44,19.2143
18,99.58,18.2667
17,99.69,16.9
16,99.81,15.4001
15,99.85,14.5001
14,99.9,13
13,99.92,12.3334
12,99.96,10.5
11,99.96,10.5
10,99.98,8
9,99.98,8
8,99.99,4
7,99.99,4
6,99.99,4
5,99.99,4
4,99.99,4
3,99.99,4
2,99.99,4
1,99.99,4
0,100,0
matha,cume,0
100,0,99
99,0,99
98,0,99
97,0,99
96,0.01,98
95,0.01,98
94,0.03,96
93,0.06,94.5
92,0.08,94
91,0.11,93.5714
90,0.15,93
89,0.2,92.375
88,0.29,91.6
87,0.37,91.0667
86,0.48,90.3333
85,0.61,89.7241
84,0.76,89.2069
83,0.92,88.7368
82,1.08,88.3158
81,1.2,88
80,1.43,87.4773
79,1.64,87
78,1.88,86.6129
77,2.06,86.3226
76,2.45,85.6415
75,2.74,85.0943
74,3.16,84.5978
73,3.51,84.2174
72,4.05,83.5278
71,4.4,83.0417
70,5.04,82.558
69,5.45,82.2609
68,6.14,81.6163
67,6.72,80.9734
66,7.64,80.484
65,8.29,80.1383
64,9.17,79.3922
63,9.84,78.8726
62,11.03,78.3113
61,11.74,77.9606
60,13.02,76.9759
59,13.92,76.6145
58,15.24,76.0843
57,16.2,75.5033
56,17.53,74.7782
55,18.64,74.3463
54,20.14,73.6065
53,21.22,72.9504
52,22.9,72.3546
51,24.07,71.9045
50,25.88,70.9288
49,27.08,70.5018
48,29.09,69.6939
47,30.42,69.0153
46,32.48,68.2902
45,33.93,67.6853
44,36.09,66.7216
43,37.56,66.2165
42,39.57,65.3202
41,41.03,64.7291
40,43,64.0702
39,44.45,63.3608
38,46.65,62.4792
37,48.03,62
36,50.27,60.8109
35,51.66,60.3055
34,53.75,59.3094
33,55.22,58.6513
32,57.6,57.6136
31,59.1,56.8372
30,61.15,56.0426
29,62.57,55.2339
28,64.82,54.2259
27,66.19,53.4679
26,68.28,52.4163
25,69.65,51.7241
24,71.59,50.5899
23,73.11,49.8322
22,75.23,48.555
21,76.48,47.9268
20,78.47,46.5479
19,79.74,45.7838
18,81.52,44.4944
17,83.14,43.3178
16,84.96,42.039
15,86.11,40.8705
14,87.95,39.3368
13,89.04,38.3889
12,90.7,36.6574
11,92.16,34.972
10,93.27,33.8727
9,94.49,32.1778
8,95.68,30.2394
7,96.38,28.9206
6,97.47,26.6667
5,98.02,25.3214
4,98.5,23.9048
3,99.22,20.5789
2,99.39,19.5714
1,99.79,15.8
0,100,0
mathb,cume,0
100,1.1,88.2632
99,1.1,88.2632
98,1.21,87.9773
97,1.26,87.8636
96,1.84,86.6774
95,1.91,86.5645
94,2.28,85.9623
93,2.71,85.1509
92,3.45,84.2826
91,3.69,84.0217
90,4.1,83.4583
89,4.66,82.8333
88,5.18,82.4565
87,5.7,82.0797
86,6.13,81.6279
85,6.95,80.8511
84,7.38,80.6223
83,7.98,80.3032
82,8.5,80.0266
81,9.39,79.1765
80,9.93,78.8302
79,10.89,78.3774
78,11.39,78.1415
77,12.36,77.4724
76,13.05,76.9639
75,13.98,76.5904
74,14.76,76.2771
73,15.8,75.7682
72,16.48,75.3179
71,17.5,74.7899
70,18.2,74.5175
69,19.31,74.0856
68,20.18,73.5806
67,21.03,73.0323
66,21.93,72.6986
65,22.84,72.3759
64,23.68,72.078
63,24.74,71.5281
62,25.6,71.0449
61,26.71,70.6335
60,27.74,70.2669
59,28.68,69.9031
58,29.77,69.3469
57,30.62,68.9406
56,31.53,68.6224
55,32.49,68.2867
54,33.52,67.8934
53,34.47,67.4112
52,35.7,66.8557
51,36.53,66.5704
50,37.85,66.1168
49,38.69,65.7537
48,39.96,65.1281
47,41.05,64.7224
46,42.08,64.3779
45,43.27,63.9691
44,44.42,63.3763
43,45.32,62.941
42,46.65,62.4792
41,47.51,62.1806
40,48.83,61.5349
39,50.01,60.9055
38,51.26,60.4509
37,52.71,59.884
36,54.01,59.1657
35,54.95,58.7548
34,56.66,58.0996
33,57.5,57.6705
32,58.99,56.8798
31,60.63,56.2442
30,61.77,55.7018
29,63.41,54.8159
28,65.1,54.1088
27,66.01,53.5833
26,68.1,52.4936
25,69.17,52.0343
24,70.57,51.0897
23,72.77,50.0461
22,74.13,49.1189
21,75.71,48.3254
20,77.88,46.8617
19,78.49,46.5372
18,80.6,45.009
17,82.22,44.1056
16,83.45,43.028
15,85.69,41.2637
14,87.41,39.9053
13,88.39,38.9048
12,90.54,36.8056
11,91.13,36.2593
10,92.34,34.8037
9,94.25,32.4444
8,94.81,31.6735
7,96.17,29.3333
6,97.48,26.6481
5,97.5,26.6111
4,98.14,24.9189
3,98.82,22.5517
2,98.82,22.5517
1,99.66,17.3333
0,100,0
physics,cume,0
100,0.04,95
99,0.07,94.25
98,0.11,93.5714
97,0.19,92.5
96,0.31,91.4667
95,0.47,90.4
94,0.63,89.6552
93,0.86,88.8947
92,1.12,88.2105
91,1.42,87.5
90,1.87,86.629
89,2.41,85.717
88,3,84.7717
87,3.54,84.1848
86,4.13,83.4167
85,4.78,82.7464
84,5.5,82.2246
83,6.23,81.5116
82,7.05,80.7979
81,7.92,80.3351
80,8.77,79.7843
79,9.68,78.9481
78,10.53,78.5472
77,11.47,78.1038
76,12.5,77.3622
75,13.55,76.7631
74,14.55,76.3614
73,15.63,75.8808
72,16.83,75.0861
71,17.96,74.6109
70,19.04,74.1907
69,20.43,73.4194
68,21.58,72.8227
67,22.75,72.4078
66,23.96,71.9663
65,25.19,71.2753
64,26.55,70.6904
63,27.79,70.2491
62,28.92,69.7806
61,30.2,69.1275
60,31.45,68.6504
59,32.85,68.1608
58,34.17,67.5635
57,35.43,66.9485
56,36.7,66.512
55,37.9,66.0997
54,39.15,65.5271
53,40.37,64.9498
52,41.55,64.5552
51,42.84,64.1237
50,44.06,63.5619
49,45.34,62.934
48,46.58,62.5035
47,47.86,62.059
46,49.16,61.343
45,50.52,60.72
44,51.78,60.2618
43,53,59.7238
42,54.45,58.9464
41,55.74,58.4521
40,57.14,57.875
39,58.57,57.0625
38,59.97,56.5
37,61.15,56.0426
36,62.58,55.2281
35,64.03,54.5565
34,65.35,54.0042
33,66.74,53.1154
32,68.18,52.4592
31,69.84,51.5931
30,71.61,50.5806
29,73.24,49.7413
28,74.86,48.7321
27,76.62,47.813
26,78.51,46.5266
25,80.54,45.0631
24,82.25,44.0889
23,83.98,42.6753
22,85.84,41.0989
21,87.67,39.6316
20,89.36,38.1349
19,91,36.3796
18,92.28,34.8598
17,93.57,33.3273
16,94.97,31.3469
15,96,29.6875
14,96.95,28.0159
13,97.63,26.3704
12,98.27,24.5676
11,98.78,22.6897
10,99.18,20.7895
9,99.41,19.4286
8,99.64,17.6667
7,99.79,15.8
6,99.84,14.7501
5,99.89,13.3334
4,99.91,12.6666
3,99.93,12
2,99.94,11.4998
1,99.95,11
0,100,0
society,cume,0
100,0,99
99,0,99
98,0,99
97,0,99
96,0.01,98
95,0.01,98
94,0.02,96.5
93,0.02,96.5
92,0.08,94
91,0.14,93.1429
90,0.28,91.6667
89,0.42,90.7333
88,0.65,89.5862
87,0.87,88.8684
86,1.37,87.6136
85,1.83,86.6936
84,2.6,85.3585
83,3.31,84.4348
82,4.49,82.9565
81,5.33,82.3478
80,6.89,80.883
79,8.04,80.2713
78,10,78.7972
77,11.46,78.1085
76,13.71,76.6988
75,15.51,75.9603
74,17.93,74.6226
73,19.84,73.8
72,22.76,72.4043
71,24.76,71.5169
70,27.77,70.2562
69,29.77,69.3469
68,32.68,68.2203
67,34.98,67.1523
66,38.1,66.0309
65,40.14,65.0394
64,43.48,63.8608
63,45.78,62.7812
62,48.98,61.4477
61,50.99,60.5491
60,54.33,58.9923
59,56.25,58.2567
58,59.25,56.7791
57,61.43,55.9006
56,64.47,54.3724
55,66.41,53.3269
54,69.22,52.0129
53,71,50.8618
52,73.61,49.4825
51,75.38,48.4833
50,77.93,46.8351
49,79.58,45.9279
48,82.01,44.2222
47,83.33,43.1402
46,85.18,41.8242
45,86.33,40.7122
44,88.09,39.1895
43,89.05,38.3809
42,90.37,36.963
41,91.09,36.2963
40,92.18,34.9533
39,92.88,34.2991
38,93.84,32.9
37,94.44,32.2333
36,95.17,30.9577
35,95.64,30.2958
34,96.37,28.9365
33,96.82,28.2222
32,97.39,26.8148
31,97.64,26.3519
30,98.03,25.2857
29,98.25,24.6216
28,98.58,23.5238
27,98.78,22.6897
26,99.06,21.5
25,99.21,20.6316
24,99.43,19.2857
23,99.5,18.8
22,99.69,16.9
21,99.75,16.3
20,99.84,14.7501
19,99.84,14.7501
18,99.91,12.6666
17,99.93,12
16,99.95,11
15,99.95,11
14,99.96,10.5
13,99.96,10.5
12,99.96,10.5
11,99.96,10.5
10,99.96,10.5
9,99.96,10.5
8,99.96,10.5
7,99.96,10.5
6,99.96,10.5
5,99.96,10.5
4,99.96,10.5
3,99.96,10.5
2,99.96,10.5
1,99.96,10.5
0,100,0
