university,subject,year,chinese,english,mathA,mathB,physics,chemistry,biology,history,geography,citizen,average
中原大學,化學系材料化學組,109,NULL,1,1.5,NULL,1.5,2,NULL,NULL,NULL,NULL,51.0333
中原大學,商業設計學系商業設計組,109,2,2,NULL,1,NULL,NULL,NULL,1.5,1,NULL,57.36
中原大學,商業設計學系產品設計組,109,2,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,42.9667
中原大學,國際經營與貿易學系,109,1.75,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,57.1304
中原大學,土木工程學系,109,2,1,2,NULL,2,NULL,NULL,NULL,NULL,NULL,41.8857
中原大學,室內設計學系,109,2,1,NULL,1,NULL,NULL,NULL,2,1.5,NULL,64.5
中原大學,工業與系統工程學系工程組,109,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.3833
中原大學,工業與系統工程學系管理組,109,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,58.6667
中原大學,建築學系,109,1.75,1.75,2,NULL,1,1,NULL,NULL,NULL,NULL,59.468
中原大學,心理學系,109,1.5,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.7455
中原大學,應用外國語文學系,109,1.5,2,NULL,NULL,NULL,NULL,NULL,1,1,NULL,65.3636
中原大學,應用數學系,109,1.25,1.25,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.0356
中原大學,應用華語文學系,109,2,1.75,NULL,NULL,NULL,NULL,NULL,1.25,1,NULL,56.8167
中原大學,景觀學系,109,1,1.5,NULL,1,NULL,NULL,NULL,2,2,NULL,55.7267
中原大學,會計學系,109,1.75,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,60.6957
中原大學,機械工程學系,109,2,1,2,NULL,2,1,NULL,NULL,NULL,NULL,48.4
中原大學,物理學系光電與材料科學組,109,NULL,1,1.5,NULL,2,NULL,NULL,NULL,NULL,NULL,45.4111
中原大學,物理學系物理組,109,NULL,1,1.5,NULL,2,NULL,NULL,NULL,NULL,NULL,47.3444
中原大學,特殊教育學系,109,1.5,1.5,NULL,1.5,NULL,NULL,NULL,1,1,NULL,48.4431
中原大學,環境工程學系,109,2,1.5,1,NULL,1,2,NULL,NULL,NULL,NULL,50.2333
中原大學,生物科技學系,109,NULL,1.75,NULL,NULL,NULL,2,2,NULL,NULL,NULL,49.6957
中原大學,生物醫學工程學系,109,NULL,1,2,NULL,2,2,NULL,NULL,NULL,NULL,42.4857
中原大學,財務金融學系,109,1.75,2,NULL,2,NULL,NULL,NULL,1,1,NULL,59.3548
中原大學,財經法律學系,109,1.5,1.5,NULL,1.5,NULL,NULL,NULL,1,NULL,1,62.8077
中原大學,資訊工程學系,109,1,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,55.9
中原大學,資訊管理學系,109,1.75,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,61.8435
中原大學,電子工程學系,109,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,49.6833
中原大學,電機工程學系,109,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,54.7833
中原大學,電機資訊學院學士班,109,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,52.1167
中國文化大學,中國文學系中國文學組,109,2,2,NULL,NULL,NULL,NULL,NULL,2,1,NULL,40.2143
中國文化大學,中國文學系文藝創作組,109,2,2,NULL,NULL,NULL,NULL,NULL,2,1,NULL,39.9143
中國文化大學,俄國語文學系,109,2,2,NULL,NULL,NULL,NULL,NULL,1,1,NULL,38.7167
中國文化大學,保健營養學系,109,2,1,NULL,NULL,NULL,2,2,NULL,NULL,NULL,41.1714
中國文化大學,光電物理學系,109,1,1,1.5,NULL,2,1,NULL,NULL,NULL,NULL,31.8385
中國文化大學,全球商務學士學位學程,109,1,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,38
中國文化大學,動物科學系,109,1,2,NULL,NULL,NULL,2,2,NULL,NULL,NULL,37.7143
中國文化大學,勞動暨人力資源學系,109,2,1.5,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,41.5055
中國文化大學,化學工程與材料工程學系,109,2,1,2,NULL,1,2,NULL,NULL,NULL,NULL,33.9625
中國文化大學,化學系,109,1.5,1,1.5,NULL,1,2,NULL,NULL,NULL,NULL,33.4429
中國文化大學,史學系,109,2,2,NULL,NULL,NULL,NULL,NULL,2,1,1,44.45
中國文化大學,哲學系,109,2,1.5,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,43.2818
中國文化大學,國際企業管理學系,109,2,1,NULL,1,NULL,NULL,NULL,1,1,NULL,40.3833
中國文化大學,國際貿易學系,109,2,2,NULL,1,NULL,NULL,NULL,1,1,NULL,39.2286
中國文化大學,園藝暨生物技術學系,109,1,1.5,NULL,NULL,NULL,1.5,2,NULL,NULL,NULL,37.205
中國文化大學,土地資源學系A組,109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,44.1375
中國文化大學,土地資源學系B組,109,2,2,1,NULL,1,2,NULL,NULL,NULL,NULL,32.2625
中國文化大學,地理學系A組,109,1,1,2,NULL,2,1,NULL,NULL,NULL,NULL,28.6214
中國文化大學,地理學系B組,109,1,1,NULL,2,NULL,NULL,NULL,1,2,NULL,44.3786
中國文化大學,地質學系,109,1,1.5,1,NULL,1.75,2,NULL,NULL,NULL,NULL,29.1241
中國文化大學,大氣科學系,109,1,1.5,2,NULL,1.5,1,NULL,NULL,NULL,NULL,29.0929
中國文化大學,大眾傳播學系,109,2,1,NULL,1,NULL,NULL,NULL,2,NULL,2,47.1688
中國文化大學,廣告學系A組,109,2,2,NULL,1,NULL,NULL,NULL,NULL,NULL,1,40.7833
中國文化大學,廣告學系B組,109,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,40.3
中國文化大學,建築及都市設計學系,109,2,2,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,40.4364
中國文化大學,心理輔導學系,109,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.75,49.8783
中國文化大學,應用數學系,109,2,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.4091
中國文化大學,戲劇學系,109,2,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,59.9
中國文化大學,政治學系,109,1.5,1,NULL,NULL,NULL,NULL,NULL,1.5,NULL,NULL,45.8125
中國文化大學,教育學系,109,2,1.5,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,45.8418
中國文化大學,新聞學系,109,2,2,NULL,1,NULL,NULL,NULL,1,NULL,2,41.675
中國文化大學,日本語文學系,109,2,1.5,NULL,NULL,NULL,NULL,NULL,2,1,NULL,44.8769
中國文化大學,景觀學系,109,2,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,39.04
中國文化大學,會計學系,109,2,2,NULL,1,NULL,NULL,NULL,2,1,NULL,42.6375
中國文化大學,森林暨自然保育學系,109,2,1,NULL,NULL,NULL,NULL,NULL,2,2,NULL,45.8929
中國文化大學,機械工程學系,109,2,1,2,NULL,2,1,NULL,NULL,NULL,NULL,32.15
中國文化大學,法國語文學系,109,2,2,NULL,NULL,NULL,NULL,NULL,1,1,NULL,40.95
中國文化大學,法律學系企業金融法制組,109,1.5,1.5,NULL,NULL,NULL,NULL,NULL,1,1,1,50.355
中國文化大學,法律學系法學組,109,1.5,1.5,NULL,NULL,NULL,NULL,NULL,1,1,1,55.8833
中國文化大學,法律學系財經法律組,109,1.5,1.5,NULL,NULL,NULL,NULL,NULL,1,1,1,52.575
中國文化大學,生命科學系,109,1,1.5,1,NULL,NULL,1.5,2,NULL,NULL,NULL,35.9971
中國文化大學,生活應用科學系,109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,41.7
中國文化大學,社會福利學系,109,1.5,1.5,NULL,1.5,NULL,NULL,NULL,1,NULL,1,38.3
中國文化大學,紡織工程學系,109,2,2,1,NULL,1,2,NULL,NULL,NULL,NULL,32.0875
中國文化大學,經濟學系,109,1.75,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,38.3826
中國文化大學,美術學系,109,2,1,NULL,NULL,NULL,NULL,NULL,1,1,2,44.1614
中國文化大學,英國語文學系,109,1,2,NULL,NULL,NULL,NULL,NULL,1.25,NULL,NULL,38.9529
中國文化大學,行政管理學系,109,1.5,1.5,NULL,NULL,NULL,NULL,NULL,1,NULL,2,45.63
中國文化大學,觀光事業學系,109,1,2,NULL,NULL,NULL,NULL,NULL,2,1.5,1,44.1067
中國文化大學,財務金融學系財務金融組,109,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,2,45.2
中國文化大學,財務金融學系金融行銷組,109,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,2,48.92
中國文化大學,資訊傳播學系,109,2,1,NULL,NULL,NULL,NULL,NULL,1.5,NULL,1.5,46.7917
中國文化大學,資訊工程學系A組,109,2,1,2,NULL,2,1,NULL,NULL,NULL,NULL,36.6688
中國文化大學,資訊工程學系B組,109,2,1,NULL,2,NULL,NULL,NULL,2,1,NULL,41.8625
中國文化大學,資訊管理系(智慧商務科技組),109,1,2,NULL,1.5,NULL,NULL,NULL,2,1,NULL,38.2
中國文化大學,資訊管理系(雲端巨量資料組),109,1,1.5,NULL,2,NULL,NULL,NULL,1,2,NULL,39.4173
中國文化大學,運動與健康促進學系,109,2,2,NULL,NULL,NULL,NULL,1.75,NULL,NULL,NULL,45.7443
中國文化大學,都市計劃與開發管理學系,109,2,2,NULL,2,NULL,NULL,NULL,1,1,NULL,38.2
中國文化大學,電機工程學系A組,109,2,2,2,NULL,1,1,NULL,NULL,NULL,NULL,37.0375
中國文化大學,電機工程學系B組,109,2,2,1,NULL,2,1,NULL,NULL,NULL,NULL,36.0875
中國文化大學,韓國語文學系,109,2,2,NULL,NULL,NULL,NULL,NULL,1,1,NULL,46.4167
中國文化大學,音樂學系A組,109,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,43.92
中國文化大學,音樂學系B組,109,2,1.5,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,50.1
中國文化大學,體育學系,109,2,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,38.76
中國醫藥大學,中國藥學暨中藥資源學系,109,NULL,1.5,1,NULL,NULL,1.5,1.5,NULL,NULL,NULL,76.3818
中國醫藥大學,中醫學系乙組,109,1,1,1.5,NULL,NULL,1,1,NULL,NULL,NULL,81.4091
中國醫藥大學,中醫學系甲組,109,1,1,1.5,NULL,NULL,1,1,NULL,NULL,NULL,82.0909
中國醫藥大學,公共衛生學院大一不分系,109,2,2,NULL,NULL,NULL,1,2,NULL,NULL,NULL,63.6857
中國醫藥大學,營養學系,109,1,2,NULL,NULL,NULL,2,2,NULL,NULL,NULL,69.7429
中國醫藥大學,牙醫學系,109,NULL,1,1,NULL,1,1,1,NULL,NULL,NULL,83.19
中國醫藥大學,物理治療學系,109,NULL,1.5,1,NULL,1,NULL,1.25,NULL,NULL,NULL,70.4947
中國醫藥大學,生物科技學系,109,1,1.25,NULL,NULL,NULL,1.25,1.5,NULL,NULL,NULL,66.148
中國醫藥大學,生物醫學影像暨放射科學學系,109,NULL,1,1.5,NULL,1,NULL,1,NULL,NULL,NULL,57.6222
中國醫藥大學,藥學系,109,1,1,1,NULL,NULL,1,1,NULL,NULL,NULL,78.93
中國醫藥大學,藥用化妝品學系,109,1,2,NULL,NULL,NULL,2,2,NULL,NULL,NULL,62.5429
中國醫藥大學,護理學系,109,1,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,61.1375
中國醫藥大學,運動醫學系,109,1.25,2,NULL,NULL,NULL,NULL,1.5,NULL,NULL,NULL,64.6947
中國醫藥大學,醫學檢驗生物技術學系,109,1,NULL,NULL,NULL,NULL,1,1.25,NULL,NULL,NULL,75.9323
中國醫藥大學,醫學系,109,NULL,1,1,NULL,1,1,1,NULL,NULL,NULL,84.05
中山醫學大學,健康餐飲暨產業管理學系,109,2,1,1,NULL,NULL,2,2,NULL,NULL,NULL,45.5438
中山醫學大學,公共衛生學系,109,2,2,1,NULL,NULL,1.5,1,NULL,NULL,NULL,54.2133
中山醫學大學,心理學系,109,1.5,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.7333
中山醫學大學,應用外國語言學系,109,1.5,2,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,57.7556
中山醫學大學,營養學系,109,1,2,1,NULL,NULL,2,2,NULL,NULL,NULL,55.3875
中山醫學大學,牙醫學系,109,1,1,1,NULL,NULL,1,1.25,NULL,NULL,NULL,81.5067
中山醫學大學,物理治療學系,109,1.5,1.5,1,NULL,1,NULL,1.5,NULL,NULL,NULL,65.9123
中山醫學大學,生物醫學科學學系,109,1,1.5,1,NULL,NULL,1.5,2,NULL,NULL,NULL,57.0757
中山醫學大學,職業安全衛生學系,109,2,1,1,NULL,NULL,1.5,2,NULL,NULL,NULL,47.8667
中山醫學大學,職能治療學系,109,1.25,1.5,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,72.7467
中山醫學大學,視光學系,109,NULL,1,1,NULL,1,NULL,1.5,NULL,NULL,NULL,50.2556
中山醫學大學,語言治療與聽力學系聽力組,109,1.5,2,NULL,NULL,1.5,NULL,1,NULL,NULL,NULL,59.5667
中山醫學大學,語言治療與聽力系語言治療組,109,1.5,2,NULL,NULL,1,NULL,1.5,NULL,NULL,NULL,66.4
中山醫學大學,護理學系,109,1.25,1.5,1,NULL,NULL,1,1.25,NULL,NULL,NULL,48.2
中山醫學大學,醫學影像暨放射科學系,109,NULL,1,1.25,NULL,2,1,1.5,NULL,NULL,NULL,52.8963
中山醫學大學,醫學應用化學系,109,1,1,1.5,NULL,NULL,2,NULL,NULL,NULL,NULL,57.7182
中山醫學大學,醫學檢驗暨生物技術學系,109,1,1,NULL,NULL,NULL,1,1.25,NULL,NULL,NULL,69.4941
中山醫學大學,醫學社會暨社會工作學系,109,2,2,NULL,1,NULL,NULL,NULL,1,1,NULL,53.1143
中山醫學大學,醫學系,109,NULL,1,1,NULL,1,1,1,NULL,NULL,NULL,83.22
中山醫學大學,醫學資訊學系,109,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54
中山醫學大學,醫療產業科技管理學系,109,1,1.5,NULL,1.5,NULL,NULL,NULL,NULL,1,NULL,51.79
中華大學,企業管理學系企業管理組,109,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,46.7429
中華大學,企業管理系智慧運輸與物流組,109,2,1,NULL,NULL,NULL,NULL,NULL,2,2,NULL,41.25
中華大學,光電材料工程系(材料應用組),109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,31.1
中華大學,光電材料工程系(生醫光電組),109,2,1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,38.24
中華大學,光電材料工程系(綠能光電組),109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,30.4688
中華大學,土木工程學系,109,2,2,2,NULL,1,1,NULL,NULL,NULL,NULL,29.8625
中華大學,工業管理學系(乙組),109,2,2,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL,33.7739
中華大學,工業管理學系(甲組),109,2,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.6696
中華大學,建築與都市計畫系(第一類組),109,2,2,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL,34.4522
中華大學,建築與都市計畫系(第二類組),109,2,1.75,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,34.9287
中華大學,應用日語學系,109,2,1,NULL,NULL,NULL,NULL,NULL,2,2,1,39.225
中華大學,景觀建築學系景觀設計組,109,2,NULL,NULL,NULL,NULL,NULL,NULL,1.75,2,NULL,42.6748
中華大學,景觀建築學系產品設計組,109,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.75,2,42.6783
中華大學,機械工程學系智慧機械組,109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,30.6
中華大學,機械工程學系智慧自動化組,109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,30.55
中華大學,機械工程學系航空技術組,109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,33.625
中華大學,行政管理學系,109,2,1,NULL,NULL,NULL,NULL,NULL,2,NULL,2,43.2571
中華大學,觀光會展系旅遊與休閒管理組,109,2,1,NULL,NULL,NULL,NULL,NULL,2,2,1,36.525
中華大學,觀光會展系會展與活動管理組,109,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,38.15
中華大學,財務管理學系財務金融管理組,109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,42.8937
中華大學,財務管理學系金融資訊管理組,109,2,1,NULL,2,NULL,NULL,NULL,2,1,NULL,39.1625
中華大學,財務管理系會計資訊與稅務組,109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,42.3875
中華大學,資管系(系統設計與製造組),109,1.75,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,48.4522
中華大學,資訊工程學系人工智慧組,109,2,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,39.5
中華大學,資訊工程學系智慧軟體設計組,109,2,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,40.36
中華大學,資訊工程學系資訊工程組,109,2,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,43.2
中華大學,資訊工程學系資訊應用組,109,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,51.12
中華大學,資訊管理系(巨量資料應用組),109,2,2,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL,39.687
中華大學,資訊管理系(手機軟體設計組),109,2,1.75,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,39.4
中華大學,資訊管理系(資訊管理應用組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,1.75,2,NULL,49.4957
中華大學,電機工程學系,109,2,1,1,NULL,2,2,NULL,NULL,NULL,NULL,33.1562
中華大學,餐旅管理學系,109,2,1,NULL,NULL,NULL,NULL,NULL,2,2,1,37.8563
亞洲大學,休閒遊憩管理系(旅遊事業組),109,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,49.23
亞洲大學,休閒遊憩管理系(餐旅事業組),109,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,50.5
亞洲大學,健康產業管理系(健康產業組),109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,47.45
亞洲大學,健康產業管理系(醫療機構組),109,2,1,NULL,1,NULL,NULL,NULL,2,2,NULL,48.175
亞洲大學,創意商品設計學系,109,1.5,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,51.8889
亞洲大學,外國語文學系(語文專業組),109,2,2,NULL,NULL,NULL,NULL,NULL,1.5,NULL,NULL,46.7818
亞洲大學,外國語文學系(語文應用組),109,2,2,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,47.7
亞洲大學,室內設計學系(住宅空間組),109,1,NULL,NULL,2,NULL,NULL,NULL,NULL,1.5,NULL,53.7333
亞洲大學,室內設計學系(商業空間組),109,1,NULL,NULL,2,NULL,NULL,NULL,NULL,1.5,NULL,48.9778
亞洲大學,室內設計學系(智慧空間組),109,NULL,NULL,NULL,2,NULL,NULL,NULL,1,1,NULL,48.35
亞洲大學,幼兒教育學系,109,2,1,NULL,NULL,NULL,NULL,NULL,1,NULL,2,52.775
亞洲大學,心理學系(工商與社會心理組),109,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,54.2167
亞洲大學,心理學系(心理師研修組),109,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.65
亞洲大學,心理學系(諮商與臨床心理組),109,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,54.3833
亞洲大學,數位媒體設計系(數位動畫組),109,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,56.4
亞洲大學,數位媒體設計系(數位遊戲組),109,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,53.24
亞洲大學,時尚設計系(時尚服裝設計組),109,1.5,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,55.9273
亞洲大學,時尚設計系(服飾創意設計組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1.5,NULL,48.9455
亞洲大學,會計與資訊學系(智慧稽核組),109,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,43.4625
亞洲大學,會計與資訊學系(會計稅務組),109,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,45.45
亞洲大學,物理治療學系,109,1,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,59.475
亞洲大學,生資醫學工程系(生醫資訊組),109,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2,59.92
亞洲大學,生資醫學工程系(醫學工程組),109,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2,55.36
亞洲大學,社工系(醫務社工與長照組),109,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,1,54.34
亞洲大學,社會工作學系(社工心理組),109,1,1,NULL,1,NULL,NULL,NULL,2,NULL,NULL,48.6
亞洲大學,經營管理學系(行銷管理組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,2,55.3714
亞洲大學,經營管理系(企業創新管理組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,53.5286
亞洲大學,經營管理系(國際企業管理組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,2,54.9143
亞洲大學,職能治療學系,109,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,66.025
亞洲大學,聽力暨語言治療學系,109,1,2,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,65.9
亞洲大學,行動商務多媒體系(商務組),109,2,NULL,NULL,1,NULL,NULL,NULL,2,2,NULL,49.3143
亞洲大學,行動商務多媒體系(多媒體組),109,2,NULL,NULL,1,NULL,NULL,NULL,2,2,NULL,48.3143
亞洲大學,視光學系,109,1,1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,51.1375
亞洲大學,視覺傳達設計學系,109,2,NULL,NULL,NULL,NULL,NULL,NULL,1.5,1.5,NULL,53.69
亞洲大學,護理學系(國際護理組),109,1,1.5,1,NULL,NULL,NULL,1,NULL,NULL,NULL,44.3444
亞洲大學,護理學系(臨床照護組),109,1,1,NULL,NULL,NULL,NULL,1.5,NULL,NULL,NULL,51.7286
亞洲大學,護理學系(高齡長期照護組),109,1.5,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,49.5714
亞洲大學,財務金融學系(投資理財組),109,1,1,NULL,1,NULL,NULL,NULL,NULL,2,NULL,48.62
亞洲大學,財務金融學系(金融科技組),109,1,1,NULL,1,NULL,NULL,NULL,NULL,2,NULL,48.2
亞洲大學,財經法律學系(科技法律組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,2,65.5143
亞洲大學,財經法律學系(財經法律組),109,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,2,64.6286
亞洲大學,資訊傳播學系(新媒體傳播組),109,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,54.64
亞洲大學,資訊傳播系(智慧傳播應用組),109,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,55.48
亞洲大學,資訊工程學系(人工智慧組),109,2,NULL,NULL,1,NULL,NULL,NULL,2,2,NULL,52.1429
亞洲大學,資訊工程學系(智慧電子組),109,2,NULL,NULL,1,NULL,NULL,NULL,2,2,NULL,55.3714
亞洲大學,資訊工程系(數位遊戲設計組),109,2,NULL,NULL,1,NULL,NULL,NULL,2,2,NULL,52.4857
亞洲大學,醫檢暨生技學系(生物技術組),109,1,2,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,59.52
亞洲大學,醫檢暨生技學系(醫事檢驗組),109,1,2,NULL,NULL,NULL,1.5,2,NULL,NULL,NULL,59.2462
亞洲大學,食品營養保健系(保健妝品組),109,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,48.8091
亞洲大學,食品營養保健系(食品營養組),109,2,1.5,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,50.7327
